Part,TrialN,PairID,LValue,RValue,ChosenITM,ChoiceRT,Conf,ConfRT,BlockCond,tDDT,lIA_DT,rIA_DT,tGSF,lastFixat,DV,zDV,absDV,zAbsDV,zConf,zChoiceRT
8,70,49,131,110,0,3042.958,64,1176.042,MORE,-404,1538,1134,3,2,-21.0,-1.9685577674164243,21.0,2.095290887308735,0.7696473865565954,0.02746327941459634
8,71,47,126,110,0,2689.534,64,1293.4460000000001,MORE,-356,1248,892,6,2,-16.0,-1.4998535370791803,16.0,1.2222530175967619,0.7696473865565954,-0.15873120756887082
8,72,50,110,133,1,3982.511,44,2224.305,MORE,764,1086,1850,1,2,23.0,2.1560394595513217,23.0,2.4445060351935237,-0.10206272563586763,0.5224483082433615
8,73,47,110,126,1,1819.5729999999999,74,988.6669999999999,MORE,482,710,1192,4,1,16.0,1.4998535370791803,16.0,1.2222530175967619,1.205502442652827,-0.6170530591992753
8,74,12,48,50,1,6171.741,54,1323.1660000000002,MORE,48,2684,2732,4,1,2.0,0.18748169213489754,2.0,-1.2222530175967619,0.3337923304603639,1.6758010990521799
8,75,32,80,77,1,1524.247,64,2276.526,MORE,398,632,1030,2,1,-3.0,-0.28122253820234633,3.0,-1.0476454436543674,0.7696473865565954,-0.7726397569415889
8,76,43,117,110,1,4600.759,24,754.523,MORE,770,1796,2566,4,1,-7.0,-0.6561859224721414,7.0,-0.34921514788478913,-0.9737728378283306,0.8481601138608482
8,77,40,80,64,0,2025.769,64,1350.9389999999999,MORE,-374,1084,710,5,1,-16.0,-1.4998535370791803,16.0,1.2222530175967619,0.7696473865565954,-0.5084227498879581
8,78,31,80,78,1,1791.142,64,2404.7070000000003,MORE,-94,1356,1262,7,1,-2.0,-0.18748169213489754,2.0,-1.2222530175967619,0.7696473865565954,-0.6320313726681597
8,79,46,124,110,0,2225.989,24,2000.816,MORE,-280,1332,1052,2,1,-14.0,-1.3123718449442827,14.0,0.8730378697119728,-0.9737728378283306,-0.40294077870368705
8,80,58,92,110,0,2391.515,4,1980.0870000000002,NEXTLESS,-1590,2210,620,3,1,18.0,1.687335229214078,18.0,1.571468165481551,-1.8454829500207937,-0.315736659423657
8,81,48,128,110,0,2798.97,64,1832.279,LESS,300,1568,1868,4,1,-18.0,-1.687335229214078,18.0,1.571468165481551,0.7696473865565954,-0.10107700220216495
8,82,8,50,58,0,1729.8039999999999,14,1285.979,LESS,-782,1314,532,4,2,8.0,0.7499267685395902,8.0,-0.17460757394239457,-1.4096278939245621,-0.6643460922191575
8,83,4,54,50,0,1877.844,14,1933.26,LESS,-948,1576,628,2,2,-4.0,-0.3749633842697951,4.0,-0.8730378697119728,-1.4096278939245621,-0.5863541283088616
8,84,37,80,69,1,3232.736,4,1286.895,LESS,354,1260,1614,5,1,-11.0,-1.0311493067419364,11.0,0.34921514788478913,-1.8454829500207937,0.127444088162017
8,85,52,105,110,0,2248.897,4,1210.0430000000001,LESS,-1226,1878,652,6,1,5.0,0.46870423033724384,5.0,-0.6984302957695783,-1.8454829500207937,-0.39087214921667646
8,86,5,55,50,0,2051.915,34,1560.175,LESS,-512,1196,684,4,2,-5.0,-0.46870423033724384,5.0,-0.6984302957695783,-0.5379177817320991,-0.4946482437517882
8,87,30,96,80,1,1535.46,54,1587.8670000000002,LESS,672,512,1184,3,2,-16.0,-1.4998535370791803,16.0,1.2222530175967619,0.3337923304603639,-0.7667324083106368
8,88,33,80,75,1,3373.361,4,1690.515,LESS,-130,1906,1776,2,1,-5.0,-0.46870423033724384,5.0,-0.6984302957695783,-1.8454829500207937,0.2015296050823452
8,89,48,110,128,0,1809.149,94,1336.6329999999998,LESS,642,986,1628,5,1,18.0,1.687335229214078,18.0,1.571468165481551,2.07721255484529,-0.6225447386899599
8,90,9,59,50,1,2734.632,4,1952.1,LESS,-646,1940,1294,2,1,-9.0,-0.843667614607039,9.0,0.0,-1.8454829500207937,-0.13497221278079646
8,91,44,110,119,1,2794.365,44,1737.4660000000001,LESS,-736,1952,1216,5,1,9.0,0.843667614607039,9.0,0.0,-0.10206272563586763,-0.10350305592958263
8,92,2,52,50,0,2546.506,34,871.087,LESS,-612,1290,678,1,2,-2.0,-0.18748169213489754,2.0,-1.2222530175967619,-0.5379177817320991,-0.2340826978023337
8,93,8,58,50,1,2131.962,34,1488.057,LESS,48,974,1022,2,2,-8.0,-0.7499267685395902,8.0,-0.17460757394239457,-0.5379177817320991,-0.45247705532212407
8,94,44,119,110,0,3849.1609999999996,14,718.732,LESS,-678,2292,1614,1,1,-9.0,-0.843667614607039,9.0,0.0,-1.4096278939245621,0.452195482065045
8,95,34,74,80,0,3392.605,24,1606.112,LESS,-520,1688,1168,2,2,6.0,0.5624450764046927,6.0,-0.5238227218271837,-0.9737728378283306,0.2116679281942727
8,96,24,86,80,0,3605.7340000000004,24,1196.431,LESS,-20,1620,1600,2,1,-6.0,-0.5624450764046927,6.0,-0.5238227218271837,-0.9737728378283306,0.32395075227045134
8,97,39,66,80,0,2144.74,24,1328.295,LESS,-474,1196,722,2,1,14.0,1.3123718449442827,14.0,0.8730378697119728,-0.9737728378283306,-0.44574521720508986
8,98,9,50,59,0,2174.261,54,2555.75,LESS,-2094,2640,546,3,2,9.0,0.843667614607039,9.0,0.0,0.3337923304603639,-0.4301926586628319
8,99,57,94,110,0,1571.94,54,1430.328,LESS,-662,1156,494,2,2,16.0,1.4998535370791803,16.0,1.2222530175967619,0.3337923304603639,-0.7475136374146114
8,100,60,110,87,0,1742.6370000000002,4,1298.982,LESS,-1222,1798,576,4,1,-23.0,-2.1560394595513217,23.0,2.4445060351935237,-1.8454829500207937,-0.6575852784332832
8,101,33,75,80,1,2352.831,54,916.648,LESS,44,1108,1152,2,1,5.0,0.46870423033724384,5.0,-0.6984302957695783,0.3337923304603639,-0.33611656439465043
8,102,15,50,45,1,6759.439,64,1476.461,LESS,444,2758,3202,4,2,-5.0,-0.46870423033724384,5.0,-0.6984302957695783,0.7696473865565954,1.9854182377049305
8,103,59,89,110,0,2251.397,24,965.5160000000001,LESS,-738,1502,764,1,2,21.0,1.9685577674164243,21.0,2.095290887308735,-0.9737728378283306,-0.38955507336031503
8,104,29,80,94,0,2173.127,24,1355.405,LESS,-626,1404,778,2,1,14.0,1.3123718449442827,14.0,0.8730378697119728,-0.9737728378283306,-0.43079008427127746
8,105,55,110,98,1,1704.156,14,1225.8319999999999,LESS,-78,994,916,3,1,-12.0,-1.1248901528093853,12.0,0.5238227218271837,-1.4096278939245621,-0.6778582368447404
8,106,29,94,80,1,1743.33,64,1941.259,LESS,-162,1230,1068,1,2,-14.0,-1.3123718449442827,14.0,0.8730378697119728,0.7696473865565954,-0.6572201850059
8,107,57,110,94,1,1646.4389999999999,64,1105.614,LESS,526,428,954,1,2,-16.0,-1.4998535370791803,16.0,1.2222530175967619,0.7696473865565954,-0.7082653037253845
8,108,39,80,66,1,2039.622,24,1849.381,LESS,272,576,848,3,1,-14.0,-1.3123718449442827,14.0,0.8730378697119728,-0.9737728378283306,-0.5011245691526883
8,109,4,50,54,0,1675.7420000000002,4,1559.547,LESS,-1734,2300,566,3,2,4.0,0.3749633842697951,4.0,-0.8730378697119728,-1.8454829500207937,-0.6928275941978012
8,110,55,98,110,0,1763.484,74,1363.2220000000002,LESS,-446,1026,580,3,2,12.0,1.1248901528093853,12.0,0.5238227218271837,1.205502442652827,-0.646602446282257
8,111,2,50,52,0,2261.381,74,1023.498,LESS,-668,1382,714,2,1,2.0,0.18748169213489754,2.0,-1.2222530175967619,1.205502442652827,-0.38429519922035027
8,112,59,110,89,1,2515.522,54,996.82,LESS,296,970,1266,2,1,-21.0,-1.9685577674164243,21.0,2.095290887308735,0.3337923304603639,-0.2504060091357342
8,113,60,87,110,1,3370.842,14,1704.864,LESS,-490,2014,1524,1,2,23.0,2.1560394595513217,23.0,2.4445060351935237,-1.4096278939245621,0.20020251944947556
8,114,52,110,105,1,2468.761,14,1357.8270000000002,LESS,18,1202,1220,1,2,-5.0,-0.46870423033724384,5.0,-0.6984302957695783,-1.4096278939245621,-0.27504112278346016
8,115,30,80,96,0,1909.49,64,1325.891,LESS,-560,1120,560,7,2,16.0,1.4998535370791803,16.0,1.2222530175967619,0.7696473865565954,-0.5696820552886965
8,116,24,80,86,0,4207.208,14,2860.3259999999996,LESS,-1276,2840,1564,1,1,6.0,0.5624450764046927,6.0,-0.5238227218271837,-1.4096278939245621,0.6408255057220954
8,117,5,50,55,0,1917.889,74,1653.066,LESS,8,1178,1186,3,1,5.0,0.46870423033724384,5.0,-0.6984302957695783,1.205502442652827,-0.5652572072416648
8,118,34,80,74,0,2471.071,64,1116.823,LESS,-1100,1582,482,2,1,-6.0,-0.5624450764046927,6.0,-0.5238227218271837,0.7696473865565954,-0.27382414469218225
8,119,15,45,50,0,2157.019,64,1612.639,LESS,-368,1082,714,1,1,5.0,0.46870423033724384,5.0,-0.6984302957695783,0.7696473865565954,-0.43927626742898523
8,120,37,69,80,0,2608.6479999999997,4,2193.084,NEXTMORE,-1706,2318,612,2,1,11.0,1.0311493067419364,11.0,0.34921514788478913,-1.8454829500207937,-0.20134440665592976
8,121,48,128,110,1,3815.0209999999997,24,1784.4560000000001,MORE,1436,1018,2454,2,1,-18.0,-1.687335229214078,18.0,1.571468165481551,-0.9737728378283306,0.434209494170574
8,122,8,50,58,1,1408.148,74,1192.008,MORE,1026,524,1550,4,2,8.0,0.7499267685395902,8.0,-0.17460757394239457,1.205502442652827,-0.8338042328806694
8,123,4,54,50,1,1627.54,24,1544.582,MORE,550,472,1022,2,1,-4.0,-0.3749633842697951,4.0,-0.8730378697119728,-0.9737728378283306,-0.7182218703691341
8,124,37,80,69,0,2892.4159999999997,14,2010.3629999999998,MORE,-554,2082,1528,2,1,-11.0,-1.0311493067419364,11.0,0.34921514788478913,-1.4096278939245621,-0.05184681401274617
8,125,52,105,110,1,2685.763,14,1823.105,MORE,142,1592,1734,3,1,5.0,0.46870423033724384,5.0,-0.6984302957695783,-1.4096278939245621,-0.16071788479060645
8,126,5,55,50,0,6899.668000000001,14,1110.34,MORE,-858,3910,3052,2,1,-5.0,-0.46870423033724384,5.0,-0.6984302957695783,-1.4096278939245621,2.0592951298096116
8,127,30,96,80,1,3338.1490000000003,54,1909.693,MORE,488,1330,1818,2,1,-16.0,-1.4998535370791803,16.0,1.2222530175967619,0.3337923304603639,0.18297885506066675
8,128,33,80,75,0,5372.894,4,1140.248,MORE,-1332,3548,2216,1,2,-5.0,-0.46870423033724384,5.0,-0.6984302957695783,-1.8454829500207937,1.254944260401489
8,129,48,110,128,1,8255.298,44,1500.945,MORE,-410,2460,2050,3,1,18.0,1.687335229214078,18.0,1.571468165481551,-0.10206272563586763,2.7734821470732878
8,130,9,59,50,0,2263.993,44,2629.1059999999998,MORE,-1078,2168,1090,2,2,-9.0,-0.843667614607039,9.0,0.0,-0.10206272563586763,-0.3829191183656238
8,131,44,110,119,1,2397.12,64,863.2280000000001,MORE,354,882,1236,3,1,9.0,0.843667614607039,9.0,0.0,0.7696473865565954,-0.3127837753536947
8,132,2,52,50,0,2290.511,34,3672.8379999999997,MORE,-872,1600,728,3,1,-2.0,-0.18748169213489754,2.0,-1.2222530175967619,-0.5379177817320991,-0.36894863134202727
8,133,8,58,50,0,3064.158,14,936.6460000000001,MORE,-826,1990,1164,2,1,-8.0,-0.7499267685395902,8.0,-0.17460757394239457,-1.4096278939245621,0.038632082676540835
8,134,44,119,110,1,3191.691,34,1512.461,MORE,600,1222,1822,3,2,-9.0,-0.843667614607039,9.0,0.0,-0.5379177817320991,0.10582033675227565
8,135,34,74,80,1,1773.727,24,1601.635,MORE,-24,1078,1054,4,1,6.0,0.5624450764046927,6.0,-0.5238227218271837,-0.9737728378283306,-0.641206123083573
8,136,24,86,80,0,5151.366,64,1782.739,MORE,-906,3150,2244,4,1,-6.0,-0.5624450764046927,6.0,-0.5238227218271837,0.7696473865565954,1.1382365882782786
8,137,39,66,80,1,3350.238,34,3228.813,MORE,654,1254,1908,4,1,14.0,1.3123718449442827,14.0,0.8730378697119728,-0.5379177817320991,0.18934770707168738
8,138,9,50,59,1,1429.8670000000002,84,1076.9589999999998,MORE,432,532,964,2,1,9.0,0.843667614607039,9.0,0.0,1.6413574987490585,-0.8223620046709439
8,139,57,94,110,1,2588.006,64,1119.055,MORE,158,1072,1230,2,1,16.0,1.4998535370791803,16.0,1.2222530175967619,0.7696473865565954,-0.21221923858673464
8,140,60,110,87,1,3949.258,24,2999.515,MORE,324,2296,2620,2,1,-23.0,-2.1560394595513217,23.0,2.4445060351935237,-0.9737728378283306,0.5049296188627274
8,141,33,75,80,0,2819.317,54,1258.7939999999999,MORE,-576,1350,774,2,1,5.0,0.46870423033724384,5.0,-0.6984302957695783,0.3337923304603639,-0.09035758522241075
8,142,15,50,45,0,2724.465,64,937.57,MORE,-630,1482,852,3,2,-5.0,-0.46870423033724384,5.0,-0.6984302957695783,0.7696473865565954,-0.1403284968734469
8,143,59,89,110,1,1768.763,64,1817.318,MORE,546,488,1034,6,2,21.0,1.9685577674164243,21.0,2.095290887308735,0.7696473865565954,-0.6438213089039643
8,144,29,80,94,1,2662.8309999999997,74,1375.0220000000002,MORE,136,1136,1272,2,1,14.0,1.3123718449442827,14.0,0.8730378697119728,1.205502442652827,-0.17279915820583808
8,145,55,110,98,0,2720.735,14,1484.5839999999998,MORE,-1718,2434,716,2,1,-12.0,-1.1248901528093853,12.0,0.5238227218271837,-1.4096278939245621,-0.1422935740511381
8,146,29,94,80,0,2168.314,14,1136.924,MORE,-914,1512,598,1,1,-14.0,-1.3123718449442827,14.0,0.8730378697119728,-1.4096278939245621,-0.43332571870994446
8,147,57,110,94,0,2177.405,14,2861.6820000000002,MORE,-1478,2610,1132,1,1,-16.0,-1.4998535370791803,16.0,1.2222530175967619,-1.4096278939245621,-0.4285363040658717
8,148,39,80,66,1,2734.053,34,1367.9820000000002,MORE,234,1054,1288,1,2,-14.0,-1.3123718449442827,14.0,0.8730378697119728,-0.5379177817320991,-0.13527724754912984
8,149,4,50,54,1,7071.145,24,849.0360000000001,MORE,-1642,4182,2540,1,2,4.0,0.3749633842697951,4.0,-0.8730378697119728,-0.9737728378283306,2.149634416458124
8,150,55,98,110,1,3290.315,64,2344.618,MORE,758,1134,1892,2,1,12.0,1.1248901528093853,12.0,0.5238227218271837,0.7696473865565954,0.15777845245539007
8,151,2,50,52,1,1529.6629999999998,64,1133.469,MORE,684,428,1112,2,1,2.0,0.18748169213489754,2.0,-1.2222530175967619,0.7696473865565954,-0.7697864438063677
8,152,59,110,89,0,6277.281999999999,44,1032.306,MORE,-110,2914,2804,2,1,-21.0,-1.9685577674164243,21.0,2.095290887308735,-0.10206272563586763,1.731403300234674
8,153,60,87,110,1,3580.2670000000003,24,1158.812,MORE,630,1312,1942,3,2,23.0,2.1560394595513217,23.0,2.4445060351935237,-0.9737728378283306,0.31053396393686955
8,154,52,110,105,0,2067.7270000000003,74,2588.152,MORE,616,1252,1868,5,1,-5.0,-0.46870423033724384,5.0,-0.6984302957695783,1.205502442652827,-0.48631800237547324
8,155,30,80,96,1,2687.155,54,1555.828,MORE,538,1278,1816,3,1,16.0,1.4998535370791803,16.0,1.2222530175967619,0.3337923304603639,-0.15998453695378426
8,156,24,80,86,1,2634.212,64,1402.2939999999999,MORE,-152,1258,1106,2,1,6.0,0.5624450764046927,6.0,-0.5238227218271837,0.7696473865565954,-0.18787651577912082
8,157,5,50,55,1,5321.6990000000005,14,916.803,MORE,-1202,3108,1906,4,1,5.0,0.46870423033724384,5.0,-0.6984302957695783,-1.4096278939245621,1.2279731810149213
8,158,34,80,74,0,6242.055,24,2113.855,MORE,-942,3384,2442,2,2,-6.0,-0.5624450764046927,6.0,-0.5238227218271837,-0.9737728378283306,1.712844647757858
8,159,15,45,50,1,3841.281,44,1440.598,MORE,682,1244,1926,2,1,5.0,0.46870423033724384,5.0,-0.6984302957695783,-0.10206272563586763,0.44804405896579386
8,160,37,69,80,1,1794.3270000000002,74,1269.576,NEXTLESS,722,458,1180,2,1,11.0,1.0311493067419364,11.0,0.34921514788478913,1.205502442652827,-0.6303534180271552
8,161,3,50,53,0,5953.334,64,2403.66,LESS,-1472,2358,886,2,1,3.0,0.28122253820234633,3.0,-1.0476454436543674,0.7696473865565954,1.560737664428051
8,162,20,50,40,1,1816.5839999999998,34,1981.971,LESS,1220,322,1542,4,2,-10.0,-0.9374084606744877,10.0,0.17460757394239457,-0.5379177817320991,-0.618627755093141
8,163,25,80,88,0,1597.207,94,939.5319999999999,LESS,158,1000,1158,1,2,8.0,0.7499267685395902,8.0,-0.17460757394239457,2.07721255484529,-0.7342022151495381
8,164,42,115,110,1,2356.35,14,1010.61,LESS,1798,292,2090,1,2,-5.0,-0.46870423033724384,5.0,-0.6984302957695783,-1.4096278939245621,-0.33426264841923625
8,165,53,103,110,0,1568.646,34,1458.519,LESS,-534,968,434,2,1,7.0,0.6561859224721414,7.0,-0.34921514788478913,-0.5379177817320991,-0.7492490165629532
8,166,26,90,80,0,1684.2020000000002,24,1153.275,LESS,-1104,1512,408,3,1,-10.0,-0.9374084606744877,10.0,0.17460757394239457,-0.9737728378283306,-0.6883706094998744
