,parcode,rt,choice,trial,item_left,item_right
1284,11,3215.762,-1,84,0.8973837584814532,1.170500554541026
1285,11,4805.152,-1,85,0.3901668515136753,0.0
1286,11,3876.601,1,86,0.0,-0.31213348121094026
1287,11,3662.945,1,87,0.5072169069677779,0.0
1288,11,7214.56,1,88,0.0,0.3901668515136753
1289,11,2799.691,-1,89,0.31213348121094026,0.0
1290,11,3203.563,-1,90,0.0,-0.3901668515136753
1291,11,2004.114,1,91,0.0,0.5072169069677779
1292,11,6071.469,-1,92,0.07803337030273506,0.0
1293,11,1447.59,1,93,-1.170500554541026,-1.5216507209033339
1294,11,2234.9210000000007,1,94,0.6242669624218805,1.170500554541026
1295,11,3708.76,1,95,0.0,0.19508342575683765
1296,11,3523.153,-1,96,-0.7803337030273506,-1.170500554541026
1297,11,7845.473000000001,-1,97,-1.5216507209033339,-1.170500554541026
1298,11,5287.708000000001,-1,98,1.170500554541026,0.6242669624218805
1299,11,1772.283,1,99,-0.31213348121094026,0.0
1300,11,2435.127,-1,100,-1.2095172396923934,-1.170500554541026
1301,11,1368.463,1,101,-1.4436173506005987,-1.170500554541026
1302,11,2530.144,-1,102,-1.1314838693896585,-1.170500554541026
1303,11,5170.237,-1,103,1.248533924843761,1.170500554541026
1304,11,14426.898,-1,104,-1.5606674060547012,-1.170500554541026
1305,11,10303.299,1,105,-1.170500554541026,-1.1314838693896585
1306,11,5913.5,1,106,0.19508342575683765,0.0
1307,11,8980.201,-1,107,-1.170500554541026,-1.2095172396923934
1308,11,2652.93,1,108,-1.170500554541026,-1.4436173506005987
1309,11,3262.577,1,109,0.0,0.07803337030273506
1310,11,9705.507,1,110,-1.170500554541026,-0.7803337030273506
1311,11,4653.63,1,111,-1.0534504990869233,-1.170500554541026
1312,11,2075.242,-1,112,1.6387007763574364,1.170500554541026
1313,11,1184.873,1,113,-0.5072169069677779,0.0
1314,11,10564.16,1,114,0.0,-0.5072169069677779
1315,11,1824.847,1,115,-0.3901668515136753,0.0
1316,11,2398.761,-1,116,1.170500554541026,1.6387007763574364
1317,11,4017.863,-1,117,1.170500554541026,1.3655839802978638
1318,11,2069.535,-1,118,1.170500554541026,1.248533924843761
1319,11,6801.251,1,119,1.170500554541026,0.8973837584814532
1320,12,5012.3809999999985,1,0,1.170500554541026,1.9898509427197442
1321,12,4646.738,1,1,-1.2875506099951286,-1.170500554541026
1322,12,4092.891,1,2,-1.170500554541026,-1.4046006654492311
1323,12,2190.67,1,3,-0.8973837584814532,-1.170500554541026
1324,12,5622.538000000001,1,4,-1.4826340357519663,-1.170500554541026
1325,12,2724.52,-1,5,1.092467184238291,1.170500554541026
1326,12,2449.388,1,6,-0.07803337030273506,0.0
1327,12,1639.989,-1,7,1.170500554541026,0.4682002218164104
1328,12,3432.606,-1,8,-1.170500554541026,-1.248533924843761
1329,12,2934.281,-1,9,1.170500554541026,0.8193503881787182
1330,12,1190.89,1,10,-1.3265672951464962,-1.170500554541026
1331,12,1767.183,1,11,0.0,0.1170500554541026
1332,12,1294.651,1,12,-1.170500554541026,-0.9364004436328208
1333,12,2238.074,-1,13,-1.170500554541026,-1.2875506099951286
1334,12,6584.98,-1,14,1.170500554541026,1.7167341466601715
1335,12,1428.599,1,15,0.4291835366650429,0.0
1336,12,1490.428,1,16,-0.6242669624218805,0.0
1337,12,2125.862,1,17,0.1170500554541026,0.0
1338,12,1668.862,1,18,0.8193503881787182,1.170500554541026
1339,12,3030.588,-1,19,-0.9364004436328208,-1.170500554541026
1340,12,4424.91,-1,20,-1.170500554541026,-1.4826340357519663
1341,12,2969.178,1,21,1.170500554541026,1.4436173506005987
1342,12,1303.4489999999996,1,22,-0.1170500554541026,0.0
1343,12,1357.856,1,23,0.0,0.4291835366650429
1344,12,2354.092,1,24,-1.4046006654492311,-1.170500554541026
1345,12,2004.533,1,25,-1.170500554541026,-0.8973837584814532
1346,12,3356.951,-1,26,-1.170500554541026,-1.3265672951464962
1347,12,1521.511,1,27,1.170500554541026,1.092467184238291
1348,12,1888.712,1,28,2.0678843130224793,1.170500554541026
1349,12,3473.523,-1,29,1.9898509427197442,1.170500554541026
1350,12,1729.091,1,30,1.7947675169629065,1.170500554541026
1351,12,2395.127,1,31,1.170500554541026,2.0678843130224793
1352,12,1582.4129999999998,1,32,1.170500554541026,1.7947675169629065
1353,12,3903.343,1,33,-1.248533924843761,-1.170500554541026
1354,12,2663.144,-1,34,0.0,-0.1170500554541026
1355,12,1934.49,1,35,1.4436173506005987,1.170500554541026
1356,12,2405.19,-1,36,0.0,-0.6242669624218805
1357,12,1545.105,1,37,0.0,-0.07803337030273506
1358,12,2604.714,-1,38,1.7167341466601715,1.170500554541026
1359,12,1120.327,1,39,0.4682002218164104,1.170500554541026
1360,12,2319.583,-1,40,1.8728008872656416,1.170500554541026
1361,12,2658.008,1,41,-1.170500554541026,-0.8583670733300858
1362,12,4644.769,-1,42,-1.0144338139355558,-1.170500554541026
1363,12,2336.904,-1,43,0.0,-0.4291835366650429
1364,12,2232.262,1,44,0.9754171287841883,1.170500554541026
1365,12,2404.233,-1,45,-0.9754171287841883,-1.170500554541026
1366,12,3773.941,-1,46,0.6242669624218805,0.0
1367,12,1389.338,-1,47,0.0,-0.19508342575683765
1368,12,1345.217,1,48,1.170500554541026,1.8728008872656416
1369,12,2517.299,-1,49,-0.8193503881787182,-1.170500554541026
1370,12,1667.654,1,50,1.170500554541026,1.5216507209033339
1371,12,2896.692,-1,51,-1.092467184238291,-1.170500554541026
1372,12,1162.424,1,52,-0.8583670733300858,-1.170500554541026
1373,12,1708.8370000000002,-1,53,1.5216507209033339,1.170500554541026
1374,12,1290.039,1,54,-0.2341001109082052,0.0
1375,12,1770.544,1,55,0.2341001109082052,0.0
1376,12,1432.934,1,56,-0.5462335921191455,0.0
1377,12,3000.278,1,57,-1.170500554541026,-0.8193503881787182
1378,12,1799.973,1,58,0.5462335921191455,1.170500554541026
1379,12,1775.2,-1,59,1.170500554541026,0.27311679605957273
1380,12,1256.005,1,60,-0.19508342575683765,0.0
1381,12,3209.321,-1,61,-1.170500554541026,-1.3655839802978638
1382,12,1909.739,1,62,0.3511501663623078,1.170500554541026
1383,12,1389.695,1,63,0.0,0.5462335921191455
1384,12,1464.614,1,64,1.170500554541026,0.7023003327246156
1385,12,2393.765,1,65,0.5462335921191455,0.0
