name,parcode,trial,fix_item,fix_time,rt,block
P25,4,235,1,550.0,6240.445,MORE
P25,4,235,2,418.0,6240.445,MORE
P25,4,235,2,728.0,6240.445,MORE
P25,4,235,2,788.4449999999997,6240.445,MORE
P25,4,236,0,257.0,2168.694,MORE
P25,4,236,1,324.0,2168.694,MORE
P25,4,236,1,456.0,2168.694,MORE
P25,4,236,2,394.0,2168.694,MORE
P25,4,236,2,398.0,2168.694,MORE
P25,4,236,2,339.69399999999996,2168.694,MORE
P25,4,237,0,286.0,2788.367,MORE
P25,4,237,1,390.0,2788.367,MORE
P25,4,237,1,238.0,2788.367,MORE
P25,4,237,2,398.0,2788.367,MORE
P25,4,237,2,414.0,2788.367,MORE
P25,4,237,1,472.0,2788.367,MORE
P25,4,237,1,346.0,2788.367,MORE
P25,4,237,0,244.3670000000002,2788.367,MORE
P25,4,238,0,227.0,1900.364,MORE
P25,4,238,1,308.0,1900.364,MORE
P25,4,238,1,332.0,1900.364,MORE
P25,4,238,2,326.0,1900.364,MORE
P25,4,238,2,264.0,1900.364,MORE
P25,4,238,2,216.0,1900.364,MORE
P25,4,238,2,227.36400000000003,1900.364,MORE
P25,4,239,0,69.0,2711.223,MORE
P25,4,239,0,216.0,2711.223,MORE
P25,4,239,1,360.0,2711.223,MORE
P25,4,239,1,216.0,2711.223,MORE
P25,4,239,2,350.0,2711.223,MORE
P25,4,239,2,366.0,2711.223,MORE
P25,4,239,2,400.0,2711.223,MORE
P25,4,239,0,312.0,2711.223,MORE
P25,4,239,2,422.22299999999996,2711.223,MORE
P25,4,240,0,195.0,6490.153,LESS
P25,4,240,2,476.0,6490.153,LESS
P25,4,240,2,350.0,6490.153,LESS
P25,4,240,1,392.0,6490.153,LESS
P25,4,240,0,242.0,6490.153,LESS
P25,4,240,2,414.0,6490.153,LESS
P25,4,240,2,154.0,6490.153,LESS
P25,4,240,1,354.0,6490.153,LESS
P25,4,240,1,284.0,6490.153,LESS
P25,4,240,0,258.0,6490.153,LESS
P25,4,240,2,328.0,6490.153,LESS
P25,4,240,1,414.0,6490.153,LESS
P25,4,240,1,190.0,6490.153,LESS
P25,4,240,2,442.0,6490.153,LESS
P25,4,240,2,254.0,6490.153,LESS
P25,4,240,1,584.0,6490.153,LESS
P25,4,240,2,456.0,6490.153,LESS
P25,4,240,0,266.0,6490.153,LESS
P25,4,240,1,290.0,6490.153,LESS
P25,4,240,0,147.15300000000025,6490.153,LESS
P25,4,241,0,277.0,2569.653,LESS
P25,4,241,1,300.0,2569.653,LESS
P25,4,241,1,240.0,2569.653,LESS
P25,4,241,2,338.0,2569.653,LESS
P25,4,241,2,388.0,2569.653,LESS
P25,4,241,1,482.0,2569.653,LESS
P25,4,241,2,440.0,2569.653,LESS
P25,4,241,0,104.65299999999979,2569.653,LESS
P25,4,242,0,20.0,1734.384,LESS
P25,4,242,0,218.0,1734.384,LESS
P25,4,242,1,342.0,1734.384,LESS
P25,4,242,2,338.0,1734.384,LESS
P25,4,242,2,556.0,1734.384,LESS
P25,4,242,2,260.384,1734.384,LESS
P25,4,243,0,219.0,1816.44,LESS
P25,4,243,1,302.0,1816.44,LESS
P25,4,243,1,180.0,1816.44,LESS
P25,4,243,2,522.0,1816.44,LESS
P25,4,243,1,593.44,1816.44,LESS
P25,4,244,0,190.0,3418.283,LESS
P25,4,244,1,394.0,3418.283,LESS
P25,4,244,2,506.0,3418.283,LESS
P25,4,244,2,156.0,3418.283,LESS
P25,4,244,1,544.0,3418.283,LESS
P25,4,244,1,102.0,3418.283,LESS
P25,4,244,2,464.0,3418.283,LESS
P25,4,244,2,194.0,3418.283,LESS
P25,4,244,0,340.0,3418.283,LESS
P25,4,244,2,528.2829999999999,3418.283,LESS
P25,4,245,0,77.0,3388.941,LESS
P25,4,245,0,278.0,3388.941,LESS
P25,4,245,1,412.0,3388.941,LESS
P25,4,245,1,158.0,3388.941,LESS
P25,4,245,2,366.0,3388.941,LESS
P25,4,245,2,448.0,3388.941,LESS
P25,4,245,1,512.0,3388.941,LESS
P25,4,245,2,490.0,3388.941,LESS
P25,4,245,0,332.0,3388.941,LESS
P25,4,245,2,315.9409999999998,3388.941,LESS
P25,4,246,0,26.0,3212.035,LESS
P25,4,246,1,356.0,3212.035,LESS
P25,4,246,1,302.0,3212.035,LESS
P25,4,246,2,344.0,3212.035,LESS
P25,4,246,2,252.0,3212.035,LESS
P25,4,246,1,556.0,3212.035,LESS
P25,4,246,2,508.0,3212.035,LESS
P25,4,246,0,406.0,3212.035,LESS
P25,4,246,2,462.03499999999985,3212.035,LESS
P25,4,247,0,50.0,4191.488,LESS
P25,4,247,0,378.0,4191.488,LESS
P25,4,247,1,406.0,4191.488,LESS
P25,4,247,1,240.0,4191.488,LESS
P25,4,247,1,522.0,4191.488,LESS
P25,4,247,1,158.0,4191.488,LESS
P25,4,247,2,396.0,4191.488,LESS
P25,4,247,2,168.0,4191.488,LESS
P25,4,247,0,316.0,4191.488,LESS
P25,4,247,1,316.0,4191.488,LESS
P25,4,247,1,238.0,4191.488,LESS
P25,4,247,2,360.0,4191.488,LESS
P25,4,247,2,332.0,4191.488,LESS
P25,4,247,2,311.4880000000003,4191.488,LESS
P25,4,248,0,429.0,2193.673,LESS
P25,4,248,1,294.0,2193.673,LESS
P25,4,248,1,374.0,2193.673,LESS
P25,4,248,1,146.0,2193.673,LESS
P25,4,248,2,504.0,2193.673,LESS
P25,4,248,1,446.6729999999998,2193.673,LESS
P25,4,249,0,432.0,2866.639,LESS
P25,4,249,1,370.0,2866.639,LESS
P25,4,249,1,154.0,2866.639,LESS
P25,4,249,2,486.0,2866.639,LESS
P25,4,249,2,306.0,2866.639,LESS
P25,4,249,1,492.0,2866.639,LESS
P25,4,249,2,626.6390000000001,2866.639,LESS
P25,4,250,0,292.0,4461.154,LESS
P25,4,250,1,346.0,4461.154,LESS
P25,4,250,1,136.0,4461.154,LESS
P25,4,250,2,506.0,4461.154,LESS
P25,4,250,1,440.0,4461.154,LESS
P25,4,250,2,448.0,4461.154,LESS
P25,4,250,2,250.0,4461.154,LESS
P25,4,250,0,258.0,4461.154,LESS
P25,4,250,1,498.0,4461.154,LESS
P25,4,250,1,272.0,4461.154,LESS
P25,4,250,2,782.0,4461.154,LESS
P25,4,250,2,233.15400000000045,4461.154,LESS
P25,4,251,0,241.0,1790.7120000000002,LESS
P25,4,251,1,316.0,1790.7120000000002,LESS
P25,4,251,1,72.0,1790.7120000000002,LESS
P25,4,251,2,464.0,1790.7120000000002,LESS
P25,4,251,2,180.0,1790.7120000000002,LESS
P25,4,251,1,517.7120000000002,1790.7120000000002,LESS
P25,4,252,0,281.0,3086.176,LESS
P25,4,252,1,356.0,3086.176,LESS
P25,4,252,1,118.0,3086.176,LESS
P25,4,252,2,428.0,3086.176,LESS
P25,4,252,2,370.0,3086.176,LESS
P25,4,252,2,296.0,3086.176,LESS
P25,4,252,1,584.0,3086.176,LESS
P25,4,252,2,653.1759999999999,3086.176,LESS
P25,4,253,0,183.0,2421.5879999999997,LESS
P25,4,253,1,422.0,2421.5879999999997,LESS
P25,4,253,1,160.0,2421.5879999999997,LESS
P25,4,253,2,426.0,2421.5879999999997,LESS
P25,4,253,2,370.0,2421.5879999999997,LESS
P25,4,253,2,376.0,2421.5879999999997,LESS
P25,4,253,2,386.0,2421.5879999999997,LESS
P25,4,253,0,98.58799999999974,2421.5879999999997,LESS
P25,4,254,0,136.0,5495.088000000001,LESS
P25,4,254,1,444.0,5495.088000000001,LESS
P25,4,254,2,382.0,5495.088000000001,LESS
P25,4,254,2,368.0,5495.088000000001,LESS
P25,4,254,2,224.0,5495.088000000001,LESS
P25,4,254,1,692.0,5495.088000000001,LESS
P25,4,254,2,162.0,5495.088000000001,LESS
P25,4,254,2,310.0,5495.088000000001,LESS
P25,4,254,2,358.0,5495.088000000001,LESS
P25,4,254,2,280.0,5495.088000000001,LESS
P25,4,254,1,488.0,5495.088000000001,LESS
P25,4,254,1,496.0,5495.088000000001,LESS
P25,4,254,1,296.0,5495.088000000001,LESS
P25,4,254,1,342.0,5495.088000000001,LESS
P25,4,254,0,396.0,5495.088000000001,LESS
P25,4,254,0,121.08800000000065,5495.088000000001,LESS
P25,4,255,0,283.0,7992.571,LESS
P25,4,255,1,358.0,7992.571,LESS
P25,4,255,1,178.0,7992.571,LESS
P25,4,255,2,398.0,7992.571,LESS
P25,4,255,2,304.0,7992.571,LESS
P25,4,255,1,860.0,7992.571,LESS
P25,4,255,0,280.0,7992.571,LESS
P25,4,255,2,812.0,7992.571,LESS
P25,4,255,2,250.0,7992.571,LESS
P25,4,255,0,656.0,7992.571,LESS
P25,4,255,0,306.0,7992.571,LESS
P25,4,255,0,244.0,7992.571,LESS
P25,4,255,0,426.0,7992.571,LESS
P25,4,255,0,572.0,7992.571,LESS
P25,4,255,0,862.0,7992.571,LESS
P25,4,255,1,388.0,7992.571,LESS
P25,4,255,2,172.0,7992.571,LESS
P25,4,255,2,418.0,7992.571,LESS
P25,4,255,0,225.5709999999999,7992.571,LESS
P25,4,256,0,40.0,1895.259,LESS
P25,4,256,0,264.0,1895.259,LESS
P25,4,256,1,316.0,1895.259,LESS
P25,4,256,1,260.0,1895.259,LESS
P25,4,256,2,272.0,1895.259,LESS
P25,4,256,2,294.0,1895.259,LESS
P25,4,256,1,449.259,1895.259,LESS
P25,4,257,0,246.0,1717.5279999999998,LESS
P25,4,257,1,474.0,1717.5279999999998,LESS
P25,4,257,2,318.0,1717.5279999999998,LESS
P25,4,257,2,232.0,1717.5279999999998,LESS
P25,4,257,1,447.5279999999998,1717.5279999999998,LESS
P25,4,258,0,265.0,5673.799,LESS
P25,4,258,1,388.0,5673.799,LESS
P25,4,258,0,98.0,5673.799,LESS
P25,4,258,2,562.0,5673.799,LESS
P25,4,258,1,610.0,5673.799,LESS
P25,4,258,1,264.0,5673.799,LESS
P25,4,258,2,436.0,5673.799,LESS
P25,4,258,2,424.0,5673.799,LESS
P25,4,258,2,326.0,5673.799,LESS
P25,4,258,1,536.0,5673.799,LESS
P25,4,258,1,420.0,5673.799,LESS
P25,4,258,2,506.0,5673.799,LESS
P25,4,258,1,464.0,5673.799,LESS
P25,4,258,0,374.799,5673.799,LESS
P25,4,259,0,282.0,1735.755,LESS
P25,4,259,1,370.0,1735.755,LESS
P25,4,259,2,426.0,1735.755,LESS
P25,4,259,2,156.0,1735.755,LESS
P25,4,259,1,501.7550000000001,1735.755,LESS
P25,4,260,0,202.0,1521.761,LESS
P25,4,260,1,326.0,1521.761,LESS
P25,4,260,0,82.0,1521.761,LESS
P25,4,260,2,434.0,1521.761,LESS
P25,4,260,1,477.76099999999997,1521.761,LESS
P25,4,261,0,218.0,1839.842,LESS
P25,4,261,1,340.0,1839.842,LESS
P25,4,261,1,232.0,1839.842,LESS
P25,4,261,2,374.0,1839.842,LESS
P25,4,261,2,172.0,1839.842,LESS
P25,4,261,1,503.8420000000001,1839.842,LESS
P25,4,262,0,282.0,2040.4460000000001,LESS
P25,4,262,1,310.0,2040.4460000000001,LESS
P25,4,262,1,148.0,2040.4460000000001,LESS
P25,4,262,2,316.0,2040.4460000000001,LESS
P25,4,262,2,250.0,2040.4460000000001,LESS
P25,4,262,1,484.0,2040.4460000000001,LESS
P25,4,262,2,250.4459999999999,2040.4460000000001,LESS
P25,4,263,0,259.0,3775.151,LESS
P25,4,263,1,328.0,3775.151,LESS
P25,4,263,2,378.0,3775.151,LESS
P25,4,263,2,248.0,3775.151,LESS
P25,4,263,1,502.0,3775.151,LESS
P25,4,263,2,572.0,3775.151,LESS
P25,4,263,1,906.0,3775.151,LESS
P25,4,263,1,302.0,3775.151,LESS
P25,4,263,0,280.15099999999984,3775.151,LESS
P25,4,264,0,79.0,4915.342000000001,LESS
P25,4,264,0,310.0,4915.342000000001,LESS
P25,4,264,1,532.0,4915.342000000001,LESS
P25,4,264,2,334.0,4915.342000000001,LESS
P25,4,264,2,316.0,4915.342000000001,LESS
P25,4,264,1,542.0,4915.342000000001,LESS
P25,4,264,2,346.0,4915.342000000001,LESS
P25,4,264,2,314.0,4915.342000000001,LESS
P25,4,264,1,730.0,4915.342000000001,LESS
P25,4,264,2,324.0,4915.342000000001,LESS
P25,4,264,2,444.0,4915.342000000001,LESS
P25,4,264,2,440.0,4915.342000000001,LESS
P25,4,264,2,204.34200000000055,4915.342000000001,LESS
P25,4,265,0,3.0,1945.35,LESS
P25,4,265,0,446.0,1945.35,LESS
P25,4,265,1,350.0,1945.35,LESS
P25,4,265,2,504.0,1945.35,LESS
P25,4,265,1,424.0,1945.35,LESS
P25,4,265,2,218.3499999999999,1945.35,LESS
P25,4,266,0,321.0,2987.0490000000004,LESS
P25,4,266,1,310.0,2987.0490000000004,LESS
P25,4,266,1,304.0,2987.0490000000004,LESS
P25,4,266,2,390.0,2987.0490000000004,LESS
P25,4,266,2,206.0,2987.0490000000004,LESS
P25,4,266,1,412.0,2987.0490000000004,LESS
P25,4,266,2,326.0,2987.0490000000004,LESS
P25,4,266,2,422.0,2987.0490000000004,LESS
P25,4,266,2,296.04900000000043,2987.0490000000004,LESS
P25,4,267,0,335.0,2836.683,LESS
P25,4,267,1,340.0,2836.683,LESS
P25,4,267,2,484.0,2836.683,LESS
P25,4,267,1,428.0,2836.683,LESS
P25,4,267,2,388.0,2836.683,LESS
P25,4,267,2,328.0,2836.683,LESS
P25,4,267,0,286.0,2836.683,LESS
P25,4,267,2,247.683,2836.683,LESS
P25,4,268,0,357.0,3238.171,LESS
P25,4,268,1,308.0,3238.171,LESS
P25,4,268,2,448.0,3238.171,LESS
P25,4,268,1,504.0,3238.171,LESS
P25,4,268,2,430.0,3238.171,LESS
P25,4,268,2,288.0,3238.171,LESS
P25,4,268,1,624.0,3238.171,LESS
P25,4,268,0,279.1709999999998,3238.171,LESS
P25,4,269,0,199.0,3324.511,LESS
P25,4,269,1,640.0,3324.511,LESS
P25,4,269,2,478.0,3324.511,LESS
P25,4,269,2,168.0,3324.511,LESS
P25,4,269,1,614.0,3324.511,LESS
P25,4,269,1,362.0,3324.511,LESS
P25,4,269,0,410.0,3324.511,LESS
P25,4,269,0,366.0,3324.511,LESS
P25,4,269,0,87.51099999999997,3324.511,LESS
P25,4,270,0,254.0,1673.779,LESS
P25,4,270,1,392.0,1673.779,LESS
P25,4,270,2,372.0,1673.779,LESS
P25,4,270,2,182.0,1673.779,LESS
P25,4,270,1,473.779,1673.779,LESS
P25,4,271,0,257.0,4260.273,LESS
P25,4,271,1,370.0,4260.273,LESS
P25,4,271,2,538.0,4260.273,LESS
P25,4,271,1,346.0,4260.273,LESS
P25,4,271,1,352.0,4260.273,LESS
P25,4,271,2,588.0,4260.273,LESS
P25,4,271,1,326.0,4260.273,LESS
P25,4,271,2,730.0,4260.273,LESS
P25,4,271,2,446.0,4260.273,LESS
P25,4,271,2,307.27300000000014,4260.273,LESS
P25,4,272,0,289.0,3245.341,LESS
P25,4,272,1,370.0,3245.341,LESS
P25,4,272,2,646.0,3245.341,LESS
P25,4,272,2,342.0,3245.341,LESS
P25,4,272,1,486.0,3245.341,LESS
P25,4,272,1,118.0,3245.341,LESS
P25,4,272,2,504.0,3245.341,LESS
P25,4,272,2,358.0,3245.341,LESS
P25,4,272,0,132.3409999999999,3245.341,LESS
P25,4,273,0,319.0,2464.32,LESS
P25,4,273,1,416.0,2464.32,LESS
P25,4,273,2,378.0,2464.32,LESS
P25,4,273,2,260.0,2464.32,LESS
P25,4,273,1,1091.3200000000002,2464.32,LESS
P25,4,274,0,311.0,3971.055,LESS
P25,4,274,1,392.0,3971.055,LESS
P25,4,274,2,408.0,3971.055,LESS
P25,4,274,2,288.0,3971.055,LESS
P25,4,274,1,496.0,3971.055,LESS
P25,4,274,2,484.0,3971.055,LESS
P25,4,274,2,444.0,3971.055,LESS
P25,4,274,0,748.0,3971.055,LESS
P25,4,274,2,312.0,3971.055,LESS
P25,4,274,0,88.05499999999984,3971.055,LESS
P25,4,275,0,85.0,4124.874,LESS
P25,4,275,0,310.0,4124.874,LESS
P25,4,275,1,416.0,4124.874,LESS
P25,4,275,1,342.0,4124.874,LESS
P25,4,275,1,254.0,4124.874,LESS
P25,4,275,2,486.0,4124.874,LESS
P25,4,275,2,304.0,4124.874,LESS
P25,4,275,2,326.0,4124.874,LESS
P25,4,275,2,114.0,4124.874,LESS
P25,4,275,1,530.0,4124.874,LESS
P25,4,275,2,492.0,4124.874,LESS
P25,4,275,1,465.8739999999998,4124.874,LESS
P25,4,276,0,50.0,3063.151,LESS
P25,4,276,0,266.0,3063.151,LESS
P25,4,276,1,322.0,3063.151,LESS
P25,4,276,2,424.0,3063.151,LESS
P25,4,276,2,182.0,3063.151,LESS
P25,4,276,1,454.0,3063.151,LESS
P25,4,276,1,176.0,3063.151,LESS
P25,4,276,2,518.0,3063.151,LESS
P25,4,276,1,510.0,3063.151,LESS
P25,4,276,0,161.15099999999984,3063.151,LESS
P25,4,277,0,188.0,2784.7309999999998,LESS
P25,4,277,1,372.0,2784.7309999999998,LESS
P25,4,277,2,406.0,2784.7309999999998,LESS
P25,4,277,2,232.0,2784.7309999999998,LESS
P25,4,277,1,536.0,2784.7309999999998,LESS
P25,4,277,2,534.0,2784.7309999999998,LESS
P25,4,277,1,516.7309999999998,2784.7309999999998,LESS
P25,4,278,0,27.0,2274.323,LESS
P25,4,278,0,354.0,2274.323,LESS
P25,4,278,1,484.0,2274.323,LESS
P25,4,278,2,346.0,2274.323,LESS
P25,4,278,2,282.0,2274.323,LESS
P25,4,278,0,142.0,2274.323,LESS
P25,4,278,1,428.0,2274.323,LESS
P25,4,278,0,211.32299999999987,2274.323,LESS
P25,4,279,0,23.0,3210.26,LESS
P25,4,279,0,214.0,3210.26,LESS
P25,4,279,0,242.0,3210.26,LESS
P25,4,279,0,364.0,3210.26,LESS
P25,4,279,1,514.0,3210.26,LESS
P25,4,279,2,456.0,3210.26,LESS
P25,4,279,2,360.0,3210.26,LESS
P25,4,279,1,490.0,3210.26,LESS
P25,4,279,2,490.0,3210.26,LESS
P25,4,279,2,57.26000000000022,3210.26,LESS
P26,5,40,0,32.0,14824.896999999999,LESS
P26,5,40,0,238.0,14824.896999999999,LESS
P26,5,40,0,115.0,14824.896999999999,LESS
P26,5,40,0,377.0,14824.896999999999,LESS
P26,5,40,1,294.0,14824.896999999999,LESS
P26,5,40,1,280.0,14824.896999999999,LESS
P26,5,40,2,316.0,14824.896999999999,LESS
P26,5,40,2,272.0,14824.896999999999,LESS
P26,5,40,2,373.0,14824.896999999999,LESS
P26,5,40,2,155.0,14824.896999999999,LESS
P26,5,40,0,316.0,14824.896999999999,LESS
P26,5,40,1,457.0,14824.896999999999,LESS
P26,5,40,1,248.0,14824.896999999999,LESS
P26,5,40,1,402.0,14824.896999999999,LESS
P26,5,40,2,377.0,14824.896999999999,LESS
P26,5,40,2,343.0,14824.896999999999,LESS
P26,5,40,2,223.0,14824.896999999999,LESS
P26,5,40,1,518.0,14824.896999999999,LESS
P26,5,40,1,422.0,14824.896999999999,LESS
P26,5,40,1,415.0,14824.896999999999,LESS
P26,5,40,2,438.0,14824.896999999999,LESS
P26,5,40,2,240.0,14824.896999999999,LESS
P26,5,40,2,356.0,14824.896999999999,LESS
P26,5,40,2,199.0,14824.896999999999,LESS
P26,5,40,2,312.0,14824.896999999999,LESS
P26,5,40,2,306.0,14824.896999999999,LESS
P26,5,40,2,248.0,14824.896999999999,LESS
P26,5,40,2,284.0,14824.896999999999,LESS
P26,5,40,1,357.0,14824.896999999999,LESS
P26,5,40,1,425.0,14824.896999999999,LESS
P26,5,40,1,296.0,14824.896999999999,LESS
P26,5,40,1,233.0,14824.896999999999,LESS
P26,5,40,1,341.0,14824.896999999999,LESS
P26,5,40,1,332.0,14824.896999999999,LESS
P26,5,40,1,307.0,14824.896999999999,LESS
P26,5,40,1,284.0,14824.896999999999,LESS
P26,5,40,1,388.0,14824.896999999999,LESS
P26,5,40,1,226.0,14824.896999999999,LESS
P26,5,40,2,281.0,14824.896999999999,LESS
P26,5,40,2,405.0,14824.896999999999,LESS
P26,5,40,2,198.0,14824.896999999999,LESS
P26,5,40,2,347.0,14824.896999999999,LESS
P26,5,40,1,467.0,14824.896999999999,LESS
P26,5,40,1,321.0,14824.896999999999,LESS
P26,5,40,1,296.0,14824.896999999999,LESS
P26,5,40,2,346.0,14824.896999999999,LESS
P26,5,40,2,175.0,14824.896999999999,LESS
P26,5,40,1,243.89699999999903,14824.896999999999,LESS
P26,5,41,0,68.0,2083.157,LESS
P26,5,41,0,203.0,2083.157,LESS
P26,5,41,1,484.0,2083.157,LESS
P26,5,41,1,255.0,2083.157,LESS
P26,5,41,1,191.0,2083.157,LESS
P26,5,41,2,577.0,2083.157,LESS
P26,5,41,2,305.15700000000015,2083.157,LESS
P26,5,42,0,162.0,9357.174,LESS
P26,5,42,0,175.0,9357.174,LESS
P26,5,42,1,335.0,9357.174,LESS
P26,5,42,1,154.0,9357.174,LESS
P26,5,42,2,271.0,9357.174,LESS
P26,5,42,2,453.0,9357.174,LESS
P26,5,42,2,201.0,9357.174,LESS
P26,5,42,1,729.0,9357.174,LESS
P26,5,42,1,267.0,9357.174,LESS
P26,5,42,1,292.0,9357.174,LESS
P26,5,42,1,180.0,9357.174,LESS
P26,5,42,2,355.0,9357.174,LESS
P26,5,42,2,356.0,9357.174,LESS
P26,5,42,2,347.0,9357.174,LESS
P26,5,42,2,181.0,9357.174,LESS
P26,5,42,1,312.0,9357.174,LESS
P26,5,42,1,244.0,9357.174,LESS
P26,5,42,1,364.0,9357.174,LESS
P26,5,42,1,101.0,9357.174,LESS
P26,5,42,2,271.0,9357.174,LESS
P26,5,42,2,314.0,9357.174,LESS
P26,5,42,2,272.0,9357.174,LESS
P26,5,42,2,200.0,9357.174,LESS
P26,5,42,2,362.0,9357.174,LESS
P26,5,42,2,146.0,9357.174,LESS
P26,5,42,1,367.0,9357.174,LESS
P26,5,42,1,195.0,9357.174,LESS
P26,5,42,1,351.0,9357.174,LESS
P26,5,42,1,231.0,9357.174,LESS
P26,5,42,2,347.0,9357.174,LESS
P26,5,42,2,250.0,9357.174,LESS
P26,5,42,2,216.0,9357.174,LESS
P26,5,42,1,356.1740000000009,9357.174,LESS
P26,5,43,0,234.0,2825.048,LESS
P26,5,43,1,229.0,2825.048,LESS
P26,5,43,1,315.0,2825.048,LESS
P26,5,43,1,157.0,2825.048,LESS
P26,5,43,2,303.0,2825.048,LESS
P26,5,43,2,243.0,2825.048,LESS
P26,5,43,2,158.0,2825.048,LESS
P26,5,43,1,496.0,2825.048,LESS
P26,5,43,2,296.0,2825.048,LESS
P26,5,43,2,307.0,2825.048,LESS
P26,5,43,2,87.04799999999977,2825.048,LESS
P26,5,44,0,164.0,1900.5720000000001,LESS
P26,5,44,0,176.0,1900.5720000000001,LESS
P26,5,44,1,391.0,1900.5720000000001,LESS
P26,5,44,1,179.0,1900.5720000000001,LESS
P26,5,44,2,348.0,1900.5720000000001,LESS
P26,5,44,2,255.0,1900.5720000000001,LESS
P26,5,44,1,387.5720000000001,1900.5720000000001,LESS
P26,5,45,0,191.0,4876.995,LESS
P26,5,45,1,159.0,4876.995,LESS
P26,5,45,1,513.0,4876.995,LESS
P26,5,45,1,354.0,4876.995,LESS
P26,5,45,1,270.0,4876.995,LESS
P26,5,45,2,474.0,4876.995,LESS
P26,5,45,2,250.0,4876.995,LESS
P26,5,45,1,313.0,4876.995,LESS
P26,5,45,1,342.0,4876.995,LESS
P26,5,45,1,284.0,4876.995,LESS
P26,5,45,2,265.0,4876.995,LESS
P26,5,45,2,483.0,4876.995,LESS
P26,5,45,2,457.0,4876.995,LESS
P26,5,45,2,199.0,4876.995,LESS
P26,5,45,1,322.9949999999999,4876.995,LESS
P26,5,46,0,209.0,1821.4389999999999,LESS
P26,5,46,1,201.0,1821.4389999999999,LESS
P26,5,46,1,338.0,1821.4389999999999,LESS
P26,5,46,1,179.0,1821.4389999999999,LESS
P26,5,46,2,284.0,1821.4389999999999,LESS
P26,5,46,2,333.0,1821.4389999999999,LESS
P26,5,46,1,277.43899999999985,1821.4389999999999,LESS
P26,5,47,0,214.0,7493.308000000001,LESS
P26,5,47,1,188.0,7493.308000000001,LESS
P26,5,47,1,502.0,7493.308000000001,LESS
P26,5,47,2,758.0,7493.308000000001,LESS
P26,5,47,2,78.0,7493.308000000001,LESS
P26,5,47,1,256.0,7493.308000000001,LESS
P26,5,47,1,246.0,7493.308000000001,LESS
P26,5,47,1,297.0,7493.308000000001,LESS
P26,5,47,1,262.0,7493.308000000001,LESS
P26,5,47,1,195.0,7493.308000000001,LESS
P26,5,47,1,277.0,7493.308000000001,LESS
P26,5,47,2,312.0,7493.308000000001,LESS
P26,5,47,2,335.0,7493.308000000001,LESS
P26,5,47,2,333.0,7493.308000000001,LESS
P26,5,47,0,325.0,7493.308000000001,LESS
P26,5,47,2,174.0,7493.308000000001,LESS
P26,5,47,2,233.0,7493.308000000001,LESS
P26,5,47,1,515.0,7493.308000000001,LESS
P26,5,47,1,284.0,7493.308000000001,LESS
P26,5,47,1,171.0,7493.308000000001,LESS
P26,5,47,1,299.0,7493.308000000001,LESS
P26,5,47,0,130.0,7493.308000000001,LESS
P26,5,47,2,280.0,7493.308000000001,LESS
P26,5,47,2,333.0,7493.308000000001,LESS
P26,5,47,0,260.0,7493.308000000001,LESS
P26,5,47,0,236.3080000000009,7493.308000000001,LESS
P26,5,48,0,243.0,4593.317,LESS
P26,5,48,1,242.0,4593.317,LESS
P26,5,48,1,272.0,4593.317,LESS
P26,5,48,2,288.0,4593.317,LESS
P26,5,48,2,289.0,4593.317,LESS
P26,5,48,1,427.0,4593.317,LESS
P26,5,48,1,170.0,4593.317,LESS
P26,5,48,2,290.0,4593.317,LESS
P26,5,48,2,333.0,4593.317,LESS
P26,5,48,1,373.0,4593.317,LESS
P26,5,48,1,312.0,4593.317,LESS
P26,5,48,2,433.0,4593.317,LESS
P26,5,48,2,325.0,4593.317,LESS
P26,5,48,1,482.0,4593.317,LESS
P26,5,48,1,114.31700000000001,4593.317,LESS
P26,5,49,0,221.0,2388.264,LESS
P26,5,49,0,192.0,2388.264,LESS
P26,5,49,1,378.0,2388.264,LESS
P26,5,49,2,509.0,2388.264,LESS
P26,5,49,2,157.0,2388.264,LESS
P26,5,49,1,364.0,2388.264,LESS
P26,5,49,1,178.0,2388.264,LESS
P26,5,49,1,215.0,2388.264,LESS
P26,5,49,2,174.26400000000012,2388.264,LESS
P26,5,50,0,26.0,4057.3509999999997,LESS
P26,5,50,0,200.0,4057.3509999999997,LESS
P26,5,50,1,198.0,4057.3509999999997,LESS
P26,5,50,1,281.0,4057.3509999999997,LESS
P26,5,50,1,206.0,4057.3509999999997,LESS
P26,5,50,2,347.0,4057.3509999999997,LESS
P26,5,50,2,570.0,4057.3509999999997,LESS
P26,5,50,1,296.0,4057.3509999999997,LESS
P26,5,50,1,476.0,4057.3509999999997,LESS
P26,5,50,1,225.0,4057.3509999999997,LESS
P26,5,50,1,140.0,4057.3509999999997,LESS
P26,5,50,2,288.0,4057.3509999999997,LESS
P26,5,50,2,256.0,4057.3509999999997,LESS
P26,5,50,2,237.0,4057.3509999999997,LESS
P26,5,50,1,311.35099999999966,4057.3509999999997,LESS
P26,5,51,0,248.0,3000.593,LESS
P26,5,51,0,132.0,3000.593,LESS
P26,5,51,1,135.0,3000.593,LESS
P26,5,51,1,243.0,3000.593,LESS
P26,5,51,1,561.0,3000.593,LESS
P26,5,51,2,325.0,3000.593,LESS
P26,5,51,2,347.0,3000.593,LESS
P26,5,51,2,126.0,3000.593,LESS
P26,5,51,1,285.0,3000.593,LESS
P26,5,51,1,406.0,3000.593,LESS
P26,5,51,1,192.59299999999985,3000.593,LESS
