name,parcode,trial,fix_item,fix_time,rt,block
P22,1,74,1,266.0,1743.991,LESS
P22,1,74,2,524.0,1743.991,LESS
P22,1,74,1,423.991,1743.991,LESS
P22,1,75,0,52.0,2329.644,LESS
P22,1,75,1,224.0,2329.644,LESS
P22,1,75,1,316.0,2329.644,LESS
P22,1,75,2,570.0,2329.644,LESS
P22,1,75,1,694.0,2329.644,LESS
P22,1,75,2,473.6439999999998,2329.644,LESS
P22,1,76,0,46.0,3381.75,LESS
P22,1,76,0,282.0,3381.75,LESS
P22,1,76,1,304.0,3381.75,LESS
P22,1,76,1,442.0,3381.75,LESS
P22,1,76,2,502.0,3381.75,LESS
P22,1,76,2,254.0,3381.75,LESS
P22,1,76,1,860.0,3381.75,LESS
P22,1,76,1,310.0,3381.75,LESS
P22,1,76,2,381.75,3381.75,LESS
P22,1,77,0,20.0,2209.993,LESS
P22,1,77,0,254.0,2209.993,LESS
P22,1,77,1,606.0,2209.993,LESS
P22,1,77,1,374.0,2209.993,LESS
P22,1,77,2,336.0,2209.993,LESS
P22,1,77,2,266.0,2209.993,LESS
P22,1,77,1,353.99299999999994,2209.993,LESS
P22,1,78,0,171.0,3602.313,LESS
P22,1,78,1,450.0,3602.313,LESS
P22,1,78,1,322.0,3602.313,LESS
P22,1,78,2,328.0,3602.313,LESS
P22,1,78,2,346.0,3602.313,LESS
P22,1,78,1,586.0,3602.313,LESS
P22,1,78,1,258.0,3602.313,LESS
P22,1,78,2,494.0,3602.313,LESS
P22,1,78,2,426.0,3602.313,LESS
P22,1,78,2,221.3130000000001,3602.313,LESS
P22,1,79,0,1.0,2506.099,LESS
P22,1,79,0,190.0,2506.099,LESS
P22,1,79,1,86.0,2506.099,LESS
P22,1,79,1,498.0,2506.099,LESS
P22,1,79,1,560.0,2506.099,LESS
P22,1,79,2,456.0,2506.099,LESS
P22,1,79,2,360.0,2506.099,LESS
P22,1,79,1,355.09900000000016,2506.099,LESS
P22,1,80,0,171.0,1734.2839999999999,MORE
P22,1,80,1,312.0,1734.2839999999999,MORE
P22,1,80,1,330.0,1734.2839999999999,MORE
P22,1,80,1,226.0,1734.2839999999999,MORE
P22,1,80,0,266.0,1734.2839999999999,MORE
P22,1,80,2,429.2839999999999,1734.2839999999999,MORE
P22,1,81,0,55.0,6555.37,MORE
P22,1,81,0,180.0,6555.37,MORE
P22,1,81,1,314.0,6555.37,MORE
P22,1,81,2,494.0,6555.37,MORE
P22,1,81,2,186.0,6555.37,MORE
P22,1,81,1,418.0,6555.37,MORE
P22,1,81,1,278.0,6555.37,MORE
P22,1,81,2,522.0,6555.37,MORE
P22,1,81,2,248.0,6555.37,MORE
P22,1,81,1,606.0,6555.37,MORE
P22,1,81,1,686.0,6555.37,MORE
P22,1,81,1,198.0,6555.37,MORE
P22,1,81,0,288.0,6555.37,MORE
P22,1,81,1,996.0,6555.37,MORE
P22,1,81,1,1086.37,6555.37,MORE
P22,1,82,0,161.0,3174.566,MORE
P22,1,82,1,298.0,3174.566,MORE
P22,1,82,1,398.0,3174.566,MORE
P22,1,82,2,362.0,3174.566,MORE
P22,1,82,2,270.0,3174.566,MORE
P22,1,82,1,448.0,3174.566,MORE
P22,1,82,1,256.0,3174.566,MORE
P22,1,82,2,416.0,3174.566,MORE
P22,1,82,2,310.0,3174.566,MORE
P22,1,82,1,255.5659999999998,3174.566,MORE
P22,1,83,0,136.0,2877.579,MORE
P22,1,83,1,554.0,2877.579,MORE
P22,1,83,1,278.0,2877.579,MORE
P22,1,83,2,358.0,2877.579,MORE
P22,1,83,2,262.0,2877.579,MORE
P22,1,83,1,640.0,2877.579,MORE
P22,1,83,1,196.0,2877.579,MORE
P22,1,83,2,453.5790000000002,2877.579,MORE
P22,1,84,0,150.0,1806.31,MORE
P22,1,84,1,282.0,1806.31,MORE
P22,1,84,1,302.0,1806.31,MORE
P22,1,84,1,282.0,1806.31,MORE
P22,1,84,2,510.0,1806.31,MORE
P22,1,84,2,280.30999999999995,1806.31,MORE
P22,1,85,0,67.0,3636.816,MORE
P22,1,85,1,174.0,3636.816,MORE
P22,1,85,1,400.0,3636.816,MORE
P22,1,85,0,376.0,3636.816,MORE
P22,1,85,2,402.0,3636.816,MORE
P22,1,85,2,236.0,3636.816,MORE
P22,1,85,1,778.0,3636.816,MORE
P22,1,85,2,440.0,3636.816,MORE
P22,1,85,2,328.0,3636.816,MORE
P22,1,85,1,435.8159999999998,3636.816,MORE
P22,1,86,0,61.0,3650.2659999999996,MORE
P22,1,86,1,198.0,3650.2659999999996,MORE
P22,1,86,1,416.0,3650.2659999999996,MORE
P22,1,86,1,462.0,3650.2659999999996,MORE
P22,1,86,1,332.0,3650.2659999999996,MORE
P22,1,86,1,70.0,3650.2659999999996,MORE
P22,1,86,1,642.0,3650.2659999999996,MORE
P22,1,86,1,328.0,3650.2659999999996,MORE
P22,1,86,2,428.0,3650.2659999999996,MORE
P22,1,86,2,713.2659999999996,3650.2659999999996,MORE
P22,1,87,0,240.0,3078.223,MORE
P22,1,87,1,370.0,3078.223,MORE
P22,1,87,1,234.0,3078.223,MORE
P22,1,87,2,682.0,3078.223,MORE
P22,1,87,1,512.0,3078.223,MORE
P22,1,87,2,552.0,3078.223,MORE
P22,1,87,1,488.22299999999996,3078.223,MORE
P22,1,88,0,216.0,1259.268,MORE
P22,1,88,1,530.0,1259.268,MORE
P22,1,88,2,380.0,1259.268,MORE
P22,1,88,2,133.26800000000003,1259.268,MORE
P22,1,89,0,248.0,3440.738,MORE
P22,1,89,1,470.0,3440.738,MORE
P22,1,89,1,276.0,3440.738,MORE
P22,1,89,2,730.0,3440.738,MORE
P22,1,89,1,684.0,3440.738,MORE
P22,1,89,2,440.0,3440.738,MORE
P22,1,89,2,240.0,3440.738,MORE
P22,1,89,1,352.73799999999983,3440.738,MORE
P22,1,90,0,193.0,5698.026999999999,MORE
P22,1,90,0,980.0,5698.026999999999,MORE
P22,1,90,0,44.0,5698.026999999999,MORE
P22,1,90,0,650.0,5698.026999999999,MORE
P22,1,90,1,518.0,5698.026999999999,MORE
P22,1,90,1,800.0,5698.026999999999,MORE
P22,1,90,1,190.0,5698.026999999999,MORE
P22,1,90,2,370.0,5698.026999999999,MORE
P22,1,90,2,320.0,5698.026999999999,MORE
P22,1,90,1,488.0,5698.026999999999,MORE
P22,1,90,1,234.0,5698.026999999999,MORE
P22,1,90,2,520.0,5698.026999999999,MORE
P22,1,90,2,391.02699999999913,5698.026999999999,MORE
P22,1,91,0,274.0,8224.466999999999,MORE
P22,1,91,1,268.0,8224.466999999999,MORE
P22,1,91,1,496.0,8224.466999999999,MORE
P22,1,91,1,402.0,8224.466999999999,MORE
P22,1,91,2,310.0,8224.466999999999,MORE
P22,1,91,2,432.0,8224.466999999999,MORE
P22,1,91,1,540.0,8224.466999999999,MORE
P22,1,91,1,308.0,8224.466999999999,MORE
P22,1,91,2,584.0,8224.466999999999,MORE
P22,1,91,2,292.0,8224.466999999999,MORE
P22,1,91,1,458.0,8224.466999999999,MORE
P22,1,91,1,384.0,8224.466999999999,MORE
P22,1,91,1,484.0,8224.466999999999,MORE
P22,1,91,1,416.0,8224.466999999999,MORE
P22,1,91,1,380.0,8224.466999999999,MORE
P22,1,91,2,350.0,8224.466999999999,MORE
P22,1,91,2,434.0,8224.466999999999,MORE
P22,1,91,2,228.0,8224.466999999999,MORE
P22,1,91,1,524.0,8224.466999999999,MORE
P22,1,91,1,338.0,8224.466999999999,MORE
P22,1,91,2,322.46699999999873,8224.466999999999,MORE
P22,1,92,0,147.0,2626.1679999999997,MORE
P22,1,92,1,384.0,2626.1679999999997,MORE
P22,1,92,1,380.0,2626.1679999999997,MORE
P22,1,92,1,194.0,2626.1679999999997,MORE
P22,1,92,2,420.0,2626.1679999999997,MORE
P22,1,92,2,278.0,2626.1679999999997,MORE
P22,1,92,1,694.0,2626.1679999999997,MORE
P22,1,92,2,129.16799999999967,2626.1679999999997,MORE
P22,1,93,3,8.0,2626.1679999999997,MORE
P22,1,93,1,198.0,1991.4129999999998,MORE
P22,1,93,1,324.0,1991.4129999999998,MORE
P22,1,93,1,274.0,1991.4129999999998,MORE
P22,1,93,2,304.0,1991.4129999999998,MORE
P22,1,93,2,292.0,1991.4129999999998,MORE
P22,1,93,1,396.0,1991.4129999999998,MORE
P22,1,93,1,195.41299999999956,1991.4129999999998,MORE
P22,1,94,0,187.0,1671.149,MORE
P22,1,94,1,482.0,1671.149,MORE
P22,1,94,1,272.0,1671.149,MORE
P22,1,94,2,436.0,1671.149,MORE
P22,1,94,2,294.1489999999999,1671.149,MORE
P22,1,95,3,39.0,1671.149,MORE
P22,1,95,1,208.0,2607.607,MORE
P22,1,95,1,436.0,2607.607,MORE
P22,1,95,1,450.0,2607.607,MORE
P22,1,95,2,418.0,2607.607,MORE
P22,1,95,2,234.0,2607.607,MORE
P22,1,95,1,534.0,2607.607,MORE
P22,1,95,1,288.60699999999997,2607.607,MORE
P22,1,96,0,172.0,1527.826,MORE
P22,1,96,1,320.0,1527.826,MORE
P22,1,96,1,322.0,1527.826,MORE
P22,1,96,2,426.0,1527.826,MORE
P22,1,96,2,287.826,1527.826,MORE
P22,1,97,0,172.0,5043.16,MORE
P22,1,97,1,406.0,5043.16,MORE
P22,1,97,1,400.0,5043.16,MORE
P22,1,97,2,574.0,5043.16,MORE
P22,1,97,1,520.0,5043.16,MORE
P22,1,97,2,650.0,5043.16,MORE
P22,1,97,2,308.0,5043.16,MORE
P22,1,97,1,514.0,5043.16,MORE
P22,1,97,1,392.0,5043.16,MORE
P22,1,97,2,204.0,5043.16,MORE
P22,1,97,2,346.0,5043.16,MORE
P22,1,97,2,312.0,5043.16,MORE
P22,1,97,1,245.15999999999985,5043.16,MORE
P22,1,98,0,283.0,2267.665,MORE
P22,1,98,1,444.0,2267.665,MORE
P22,1,98,1,280.0,2267.665,MORE
P22,1,98,1,374.0,2267.665,MORE
P22,1,98,2,308.0,2267.665,MORE
P22,1,98,2,578.665,2267.665,MORE
P22,1,99,0,55.0,4499.543,MORE
P22,1,99,0,194.0,4499.543,MORE
P22,1,99,1,440.0,4499.543,MORE
P22,1,99,1,556.0,4499.543,MORE
P22,1,99,1,156.0,4499.543,MORE
P22,1,99,2,412.0,4499.543,MORE
P22,1,99,2,324.0,4499.543,MORE
P22,1,99,1,516.0,4499.543,MORE
P22,1,99,1,290.0,4499.543,MORE
P22,1,99,1,296.0,4499.543,MORE
P22,1,99,2,606.0,4499.543,MORE
P22,1,99,2,260.0,4499.543,MORE
P22,1,99,1,394.54299999999967,4499.543,MORE
P22,1,100,0,664.0,5571.061,MORE
P22,1,100,1,290.0,5571.061,MORE
P22,1,100,1,536.0,5571.061,MORE
P22,1,100,1,240.0,5571.061,MORE
P22,1,100,2,294.0,5571.061,MORE
P22,1,100,2,510.0,5571.061,MORE
P22,1,100,2,172.0,5571.061,MORE
P22,1,100,1,380.0,5571.061,MORE
P22,1,100,1,394.0,5571.061,MORE
P22,1,100,2,456.0,5571.061,MORE
P22,1,100,2,464.0,5571.061,MORE
P22,1,100,2,188.0,5571.061,MORE
P22,1,100,1,438.0,5571.061,MORE
P22,1,100,1,545.0609999999997,5571.061,MORE
P22,1,101,0,132.0,2045.641,MORE
P22,1,101,1,340.0,2045.641,MORE
P22,1,101,1,308.0,2045.641,MORE
P22,1,101,1,318.0,2045.641,MORE
P22,1,101,1,294.0,2045.641,MORE
P22,1,101,2,653.6410000000001,2045.641,MORE
P22,1,102,0,176.0,1402.112,MORE
P22,1,102,1,534.0,1402.112,MORE
P22,1,102,2,692.1120000000001,1402.112,MORE
P22,1,103,0,67.0,2736.625,MORE
P22,1,103,1,206.0,2736.625,MORE
P22,1,103,1,536.0,2736.625,MORE
P22,1,103,1,292.0,2736.625,MORE
P22,1,103,2,662.0,2736.625,MORE
P22,1,103,1,476.0,2736.625,MORE
P22,1,103,2,497.625,2736.625,MORE
P22,1,104,0,8.0,2065.604,MORE
P22,1,104,1,258.0,2065.604,MORE
P22,1,104,1,450.0,2065.604,MORE
P22,1,104,1,228.0,2065.604,MORE
P22,1,104,0,286.0,2065.604,MORE
P22,1,104,2,348.0,2065.604,MORE
P22,1,104,2,487.6039999999998,2065.604,MORE
P22,1,105,0,50.0,3058.203,MORE
P22,1,105,0,142.0,3058.203,MORE
P22,1,105,1,378.0,3058.203,MORE
P22,1,105,1,616.0,3058.203,MORE
P22,1,105,2,326.0,3058.203,MORE
P22,1,105,2,256.0,3058.203,MORE
P22,1,105,1,598.0,3058.203,MORE
P22,1,105,2,634.0,3058.203,MORE
P22,1,105,2,58.202999999999975,3058.203,MORE
P22,1,106,0,195.0,1613.454,MORE
P22,1,106,1,380.0,1613.454,MORE
P22,1,106,1,308.0,1613.454,MORE
P22,1,106,2,332.0,1613.454,MORE
P22,1,106,2,398.45399999999995,1613.454,MORE
P22,1,107,3,48.0,1613.454,MORE
P22,1,107,1,408.0,1931.4820000000002,MORE
P22,1,107,1,326.0,1931.4820000000002,MORE
P22,1,107,1,302.0,1931.4820000000002,MORE
P22,1,107,2,388.0,1931.4820000000002,MORE
P22,1,107,2,459.4820000000002,1931.4820000000002,MORE
P22,1,108,0,55.0,4895.517,MORE
