,DATA_FILE,TRIAL_INDEX,CURRENT_MSG_TEXT,CURRENT_MSG_INTEREST_AREAS,CURRENT_MSG_INTEREST_AREA_ID,CURRENT_MSG_TIME,CURRENT_MSG_FIX_START,CURRENT_MSG_FIX_END,CURRENT_MSG_INDEX,CHOICE_RT,BlockType,IP_START_TIME,IP_DURATION,IP_END_TIME,trial_type
2984927,P46.edf,12,ChoseRight,[3],3,4228,3692,4228,512,4165.121,MOST,5190024,4152,5194176,Practice1
2984929,P46.edf,13,START_DRAWING,.,.,73,71,248,2,6679.605,MOST,5200423,6671,5207094,Practice1
2985643,P46.edf,13,Chose_Left,[2],2,6742,6452,6742,716,6679.605,MOST,5200423,6671,5207094,Practice1
2985645,P46.edf,14,START_DRAWING,.,.,77,75,394,2,2966.408,MOST,5252605,2953,5255558,Practice1
2985988,P46.edf,14,Chose_Right,[3],3,3028,2586,3028,345,2966.408,MOST,5252605,2953,5255558,Practice1
2985989,P46.edf,14,ChoseRight,[3],3,3028,2586,3028,346,2966.408,MOST,5252605,2953,5255558,Practice1
2985991,P46.edf,15,START_DRAWING,.,.,79,77,138,2,4000.028,MOST,5260605,3985,5264590,Practice1
2986477,P46.edf,15,Chose_Right,.,.,4062,3874,4062,488,4000.028,MOST,5260605,3985,5264590,Practice1
2986479,P46.edf,16,START_DRAWING,.,.,65,63,316,2,5403.246,MOST,5269055,5398,5274453,Practice1
2987006,P46.edf,16,Chose_Right,[3],3,5461,5188,5461,529,5403.246,MOST,5269055,5398,5274453,Practice1
2987008,P46.edf,17,START_DRAWING,.,.,76,75,126,2,2263.478,MOST,5278889,2245,5281134,Practice1
2987244,P46.edf,17,Chose_Left,[2],2,2320,2188,2320,238,2263.478,MOST,5278889,2245,5281134,Practice1
2987246,P46.edf,18,START_DRAWING,.,.,73,72,284,2,1458.7910000000002,MOST,5285572,1450,5287022,Practice1
2987401,P46.edf,18,Chose_Right,[3],3,1522,974,1522,157,1458.7910000000002,MOST,5285572,1450,5287022,Practice1
2987403,P46.edf,19,START_DRAWING,.,.,73,72,278,2,2316.011,MOST,5291272,2302,5293574,Practice1
2987655,P46.edf,19,Chose_Left,[2],2,2374,2248,2374,254,2316.011,MOST,5291272,2302,5293574,Practice1
2987656,P46.edf,19,ChoseLeft,[2],2,2374,2248,2374,255,2316.011,MOST,5291272,2302,5293574,Practice1
2987658,P46.edf,20,START_DRAWING,.,.,66,64,266,2,2371.0389999999998,MOST,5297688,2364,5300052,Practice1
2987915,P46.edf,20,Chose_Left,[2],2,2428,1956,2428,259,2371.0389999999998,MOST,5297688,2364,5300052,Practice1
2987917,P46.edf,21,START_DRAWING,.,.,81,79,282,2,3121.341,FEWEST,5314854,3103,5317957,Practice2
2988285,P46.edf,21,Chose_Right,[3],3,3182,3146,3182,370,3121.341,FEWEST,5314854,3103,5317957,Practice2
2988286,P46.edf,21,ChoseRight,[3],3,3182,3146,3182,371,3121.341,FEWEST,5314854,3103,5317957,Practice2
2988288,P46.edf,22,START_DRAWING,.,.,78,76,300,2,4089.4959999999996,FEWEST,5320721,4077,5324798,Practice2
2988749,P46.edf,22,Chose_Right,.,.,4153,4102,4153,463,4089.4959999999996,FEWEST,5320721,4077,5324798,Practice2
2988750,P46.edf,22,ChoseRight,.,.,4153,4102,4153,464,4089.4959999999996,FEWEST,5320721,4077,5324798,Practice2
2988752,P46.edf,23,START_DRAWING,.,.,80,78,318,2,1729.8020000000001,FEWEST,5328337,1715,5330052,Practice2
2988930,P46.edf,23,Chose_Left,[2],2,1793,1568,1793,180,1729.8020000000001,FEWEST,5328337,1715,5330052,Practice2
2988931,P46.edf,23,ChoseLeft,[2],2,1793,1568,1793,181,1729.8020000000001,FEWEST,5328337,1715,5330052,Practice2
2988933,P46.edf,24,START_DRAWING,.,.,67,64,128,2,2232.968,FEWEST,5332753,2228,5334981,Practice2
2989172,P46.edf,24,Chose_Left,[2],2,2292,2046,2292,241,2232.968,FEWEST,5332753,2228,5334981,Practice2
2989173,P46.edf,24,ChoseLeft,[2],2,2292,2046,2292,242,2232.968,FEWEST,5332753,2228,5334981,Practice2
2989175,P46.edf,25,START_DRAWING,.,.,69,67,266,2,5794.2080000000005,FEWEST,5338620,5784,5344404,Practice2
2989866,P46.edf,25,Chose_Left,[2],2,5851,5272,5851,693,5794.2080000000005,FEWEST,5338620,5784,5344404,Practice2
2989867,P46.edf,25,ChoseLeft,[2],2,5851,5272,5851,694,5794.2080000000005,FEWEST,5338620,5784,5344404,Practice2
2989869,P46.edf,26,START_DRAWING,.,.,73,69,290,2,1909.685,FEWEST,5348836,1903,5350739,Practice2
2990069,P46.edf,26,Chose_Left,[2],2,1972,1692,1972,202,1909.685,FEWEST,5348836,1903,5350739,Practice2
2990071,P46.edf,27,START_DRAWING,.,.,84,81,344,2,2091.288,FEWEST,5355636,2072,5357708,Practice2
2990277,P46.edf,27,Chose_Left,[2],2,2153,1916,2153,208,2091.288,FEWEST,5355636,2072,5357708,Practice2
2990278,P46.edf,27,ChoseLeft,[2],2,2153,1916,2153,209,2091.288,FEWEST,5355636,2072,5357708,Practice2
2990280,P46.edf,28,START_DRAWING,.,.,83,81,312,2,2017.263,FEWEST,5362686,1999,5364685,Practice2
2990483,P46.edf,28,Chose_Left,[2],2,2080,1772,2080,205,2017.263,FEWEST,5362686,1999,5364685,Practice2
2990484,P46.edf,28,ChoseLeft,[2],2,2080,1772,2080,206,2017.263,FEWEST,5362686,1999,5364685,Practice2
2990486,P46.edf,29,START_DRAWING,.,.,85,83,250,2,1787.1970000000001,FEWEST,5368436,1767,5370203,Practice2
2990666,P46.edf,29,Chose_Left,[2],2,1850,1540,1850,182,1787.1970000000001,FEWEST,5368436,1767,5370203,Practice2
2990668,P46.edf,30,START_DRAWING,.,.,74,72,220,2,3115.349,FEWEST,5375153,3106,5378259,Practice2
2991046,P46.edf,30,Chose_Right,[3],3,3178,2974,3178,380,3115.349,FEWEST,5375153,3106,5378259,Practice2
2991048,P46.edf,31,START_DRAWING,.,.,76,73,282,2,1743.6879999999999,MOST,5393135,1732,5394867,Practice2
2991257,P46.edf,31,Chose_Right,[3],3,1805,1316,1805,211,1743.6879999999999,MOST,5393135,1732,5394867,Practice2
2991259,P46.edf,32,START_DRAWING,.,.,78,76,256,2,5479.826,MOST,5398586,5464,5404050,Practice2
2991956,P46.edf,32,Chose_Left,[2],2,5540,5312,5540,699,5479.826,MOST,5398586,5464,5404050,Practice2
2991958,P46.edf,33,START_DRAWING,.,.,75,74,280,2,1467.7939999999999,MOST,5406636,1454,5408090,Practice2
2992121,P46.edf,33,Chose_Right,[3],3,1528,1388,1528,165,1467.7939999999999,MOST,5406636,1454,5408090,Practice2
2992123,P46.edf,34,START_DRAWING,.,.,85,83,238,2,2731.268,MOST,5410869,2711,5413580,Practice2
2992441,P46.edf,34,Chose_Right,[3],3,2794,2734,2794,320,2731.268,MOST,5410869,2711,5413580,Practice2
2992442,P46.edf,34,ChoseRight,[3],3,2794,2734,2794,321,2731.268,MOST,5410869,2711,5413580,Practice2
2992444,P46.edf,35,START_DRAWING,.,.,84,82,220,2,5519.960999999999,MOST,5417102,5500,5422602,Practice2
2993104,P46.edf,35,Chose_Left,[2],2,5582,5174,5582,662,5519.960999999999,MOST,5417102,5500,5422602,Practice2
2993105,P46.edf,35,ChoseLeft,[2],2,5582,5174,5582,663,5519.960999999999,MOST,5417102,5500,5422602,Practice2
2993107,P46.edf,36,START_DRAWING,.,.,71,69,272,2,2434.321,MOST,5425735,2427,5428162,Practice2
2993324,P46.edf,36,Chose_Right,[3],3,2496,2350,2496,219,2434.321,MOST,5425735,2427,5428162,Practice2
2993326,P46.edf,37,START_DRAWING,.,.,74,73,140,2,1437.7779999999998,MOST,5433119,1427,5434546,Practice2
2993479,P46.edf,37,Chose_Right,[3],3,1500,1416,1500,155,1437.7779999999998,MOST,5433119,1427,5434546,Practice2
2993480,P46.edf,37,ChoseRight,[3],3,1500,1416,1500,156,1437.7779999999998,MOST,5433119,1427,5434546,Practice2
2993482,P46.edf,38,START_DRAWING,.,.,74,72,102,2,3374.113,MOST,5437118,3365,5440483,Practice2
2993863,P46.edf,38,Chose_Right,[3],3,3437,2648,3437,383,3374.113,MOST,5437118,3365,5440483,Practice2
2993864,P46.edf,38,ChoseRight,[3],3,3437,2648,3437,384,3374.113,MOST,5437118,3365,5440483,Practice2
2993866,P46.edf,39,START_DRAWING,.,.,84,82,106,2,3528.772,MOST,5445318,3508,5448826,Practice2
2994258,P46.edf,39,Chose_Left,[2],2,3590,3238,3590,394,3528.772,MOST,5445318,3508,5448826,Practice2
2994260,P46.edf,40,START_DRAWING,.,.,79,77,262,2,1585.735,MOST,5452051,1567,5453618,Beginning
2994454,P46.edf,40,Chose_Right,[3],3,1644,1586,1644,196,1585.735,MOST,5452051,1567,5453618,Beginning
2994455,P46.edf,40,ChoseRight,[3],3,1644,1586,1644,197,1585.735,MOST,5452051,1567,5453618,Beginning
2994457,P46.edf,41,START_DRAWING,.,.,69,67,130,2,5250.488,FEWEST,5494717,5244,5499961,Experiment
2995003,P46.edf,41,Chose_Left,[2],2,5311,5140,5311,548,5250.488,FEWEST,5494717,5244,5499961,Experiment
2995004,P46.edf,41,ChoseLeft,[2],2,5311,5140,5311,549,5250.488,FEWEST,5494717,5244,5499961,Experiment
2995006,P46.edf,42,START_DRAWING,.,.,77,75,234,2,1981.4679999999998,FEWEST,5503167,1969,5505136,Experiment
2995234,P46.edf,42,Chose_Left,[2],2,2044,1720,2044,230,1981.4679999999998,FEWEST,5503167,1969,5505136,Experiment
2995235,P46.edf,42,ChoseLeft,[2],2,2044,1720,2044,231,1981.4679999999998,FEWEST,5503167,1969,5505136,Experiment
2995237,P46.edf,43,START_DRAWING,.,.,75,.,.,2,5031.873,FEWEST,5507783,5017,5512800,Experiment
2995866,P46.edf,43,Chose_Left,[2],2,5090,4714,5090,631,5031.873,FEWEST,5507783,5017,5512800,Experiment
2995868,P46.edf,44,START_DRAWING,.,.,69,.,.,2,6773.9,FEWEST,5515567,6769,5522336,Experiment
2996698,P46.edf,44,Chose_Right,[3],3,6836,6534,6836,832,6773.9,FEWEST,5515567,6769,5522336,Experiment
2996699,P46.edf,44,ChoseRight,[3],3,6836,6534,6836,833,6773.9,FEWEST,5515567,6769,5522336,Experiment
2996701,P46.edf,45,START_DRAWING,.,.,79,77,288,2,3211.765,FEWEST,5525333,3196,5528529,Experiment
2997066,P46.edf,45,Chose_Left,[3],3,3273,3034,3273,367,3211.765,FEWEST,5525333,3196,5528529,Experiment
2997067,P46.edf,45,ChoseLeft,[3],3,3273,3034,3273,368,3211.765,FEWEST,5525333,3196,5528529,Experiment
2997069,P46.edf,46,START_DRAWING,.,.,72,70,244,2,2708.039,FEWEST,5532766,2699,5535465,Experiment
2997382,P46.edf,46,Chose_Left,.,.,2769,.,.,315,2708.039,FEWEST,5532766,2699,5535465,Experiment
2997383,P46.edf,46,ChoseLeft,.,.,2769,.,.,316,2708.039,FEWEST,5532766,2699,5535465,Experiment
2997385,P46.edf,47,START_DRAWING,.,.,75,72,126,2,3911.197,FEWEST,5539932,3901,5543833,Experiment
2997809,P46.edf,47,Chose_Left,[2],2,3973,3594,3973,426,3911.197,FEWEST,5539932,3901,5543833,Experiment
2997810,P46.edf,47,ChoseLeft,[2],2,3973,3594,3973,427,3911.197,FEWEST,5539932,3901,5543833,Experiment
2997812,P46.edf,48,START_DRAWING,.,.,77,.,.,2,3129.698,FEWEST,5546699,3117,5549816,Experiment
2998187,P46.edf,48,Chose_Right,[3],3,3192,2740,3192,377,3129.698,FEWEST,5546699,3117,5549816,Experiment
2998189,P46.edf,49,START_DRAWING,.,.,81,79,246,2,2607.471,FEWEST,5552999,2592,5555591,Experiment
2998193,P46.edf,49,TRACKER_TIME 11 5553050.927,.,.,131,79,246,6,2607.471,FEWEST,5552999,2592,5555591,Experiment
2998479,P46.edf,49,Chose_Left,[2],2,2671,2192,2671,292,2607.471,FEWEST,5552999,2592,5555591,Experiment
2998480,P46.edf,49,ChoseLeft,[2],2,2671,2192,2671,293,2607.471,FEWEST,5552999,2592,5555591,Experiment
2998482,P46.edf,50,START_DRAWING,.,.,82,80,272,2,3674.2459999999996,FEWEST,5558616,3657,5562273,Experiment
2998911,P46.edf,50,Chose_Right,[3],3,3737,3678,3737,431,3674.2459999999996,FEWEST,5558616,3657,5562273,Experiment
2998912,P46.edf,50,ChoseRight,[3],3,3737,3678,3737,432,3674.2459999999996,FEWEST,5558616,3657,5562273,Experiment
2998914,P46.edf,51,START_DRAWING,.,.,77,76,104,2,2795.76,FEWEST,5566616,2783,5569399,Experiment
2999219,P46.edf,51,Chose_Left,[2],2,2859,2548,2859,307,2795.76,FEWEST,5566616,2783,5569399,Experiment
2999220,P46.edf,51,ChoseLeft,[2],2,2859,2548,2859,308,2795.76,FEWEST,5566616,2783,5569399,Experiment
2999222,P46.edf,52,START_DRAWING,.,.,77,75,322,2,3918.31,FEWEST,5573749,3906,5577655,Experiment
2999664,P46.edf,52,Chose_Left,[2],2,3981,3906,3981,444,3918.31,FEWEST,5573749,3906,5577655,Experiment
2999666,P46.edf,53,START_DRAWING,.,.,69,67,250,2,2001.567,FEWEST,5581149,1993,5583142,Experiment
2999869,P46.edf,53,Chose_Left,[2],2,2060,1566,2060,205,2001.567,FEWEST,5581149,1993,5583142,Experiment
2999871,P46.edf,54,START_DRAWING,.,.,78,76,318,2,3428.448,FEWEST,5587682,3412,5591094,Experiment
3000237,P46.edf,54,Chose_Left,[2],2,3488,3090,3488,368,3428.448,FEWEST,5587682,3412,5591094,Experiment
3000239,P46.edf,55,START_DRAWING,.,.,83,80,118,2,1862.359,FEWEST,5593914,1845,5595759,Experiment
3000429,P46.edf,55,Chose_Left,[2],2,1925,1580,1925,192,1862.359,FEWEST,5593914,1845,5595759,Experiment
3000430,P46.edf,55,ChoseLeft,[2],2,1925,1580,1925,193,1862.359,FEWEST,5593914,1845,5595759,Experiment
3000432,P46.edf,56,START_DRAWING,.,.,84,82,312,2,3863.6079999999997,FEWEST,5599098,3844,5602942,Experiment
3000808,P46.edf,56,Chose_Left,[2],2,3926,3530,3926,378,3863.6079999999997,FEWEST,5599098,3844,5602942,Experiment
3000809,P46.edf,56,ChoseLeft,[2],2,3926,3530,3926,379,3863.6079999999997,FEWEST,5599098,3844,5602942,Experiment
3000811,P46.edf,57,START_DRAWING,.,.,79,77,268,2,5607.161,FEWEST,5606415,5591,5612006,Experiment
3001402,P46.edf,57,Chose_Left,[2],2,5668,5034,5668,593,5607.161,FEWEST,5606415,5591,5612006,Experiment
3001404,P46.edf,58,START_DRAWING,.,.,78,.,.,2,7464.361999999999,FEWEST,5617098,7452,5624550,Experiment
3002211,P46.edf,58,Chose_Left,[2],2,7528,7348,7528,809,7464.361999999999,FEWEST,5617098,7452,5624550,Experiment
3002213,P46.edf,59,START_DRAWING,.,.,77,76,150,2,5934.56,FEWEST,5628348,5914,5634262,Experiment
3002829,P46.edf,59,Chose_Left,[2],2,5990,5878,5990,618,5934.56,FEWEST,5628348,5914,5634262,Experiment
3002831,P46.edf,60,START_DRAWING,.,.,75,72,314,2,4244.22,FEWEST,5638530,4236,5642766,Experiment
3003324,P46.edf,60,Chose_Left,.,.,4308,4200,4308,495,4244.22,FEWEST,5638530,4236,5642766,Experiment
3003325,P46.edf,60,ChoseLeft,.,.,4308,4200,4308,496,4244.22,FEWEST,5638530,4236,5642766,Experiment
3003327,P46.edf,61,START_DRAWING,.,.,81,79,306,2,3393.821,FEWEST,5645797,3377,5649174,Experiment
3003725,P46.edf,61,Chose_Right,[3],3,3456,3412,3456,400,3393.821,FEWEST,5645797,3377,5649174,Experiment
3003727,P46.edf,62,START_DRAWING,.,.,74,72,130,2,4506.252,FEWEST,5652380,4499,5656879,Experiment
3004230,P46.edf,62,Chose_Left,[2],2,4571,4148,4571,505,4506.252,FEWEST,5652380,4499,5656879,Experiment
3004231,P46.edf,62,ChoseLeft,[2],2,4571,4148,4571,506,4506.252,FEWEST,5652380,4499,5656879,Experiment
3004233,P46.edf,63,START_DRAWING,.,.,71,69,328,2,6678.861,FEWEST,5660047,6671,5666718,Experiment
3004883,P46.edf,63,Chose_Left,[2],2,6740,6736,6740,652,6678.861,FEWEST,5660047,6671,5666718,Experiment
3004884,P46.edf,63,ChoseLeft,[2],2,6740,6736,6740,653,6678.861,FEWEST,5660047,6671,5666718,Experiment
3004886,P46.edf,64,START_DRAWING,.,.,64,62,288,2,4279.275,FEWEST,5669580,4273,5673853,Experiment
3005297,P46.edf,64,TRACKER_TIME 13 5673065.860,[3],3,3548,3412,3770,413,4279.275,FEWEST,5669580,4273,5673853,Experiment
3005401,P46.edf,64,Chose_Left,[2],2,4335,4034,4335,517,4279.275,FEWEST,5669580,4273,5673853,Experiment
3005403,P46.edf,65,START_DRAWING,.,.,76,73,316,2,2231.603,FEWEST,5677979,2218,5680197,Experiment
3005654,P46.edf,65,Chose_Left,[2],2,2291,2278,2291,253,2231.603,FEWEST,5677979,2218,5680197,Experiment
3005655,P46.edf,65,ChoseLeft,[2],2,2291,2278,2291,254,2231.603,FEWEST,5677979,2218,5680197,Experiment
3005657,P46.edf,66,START_DRAWING,.,.,69,67,310,2,3026.3979999999997,FEWEST,5684263,3021,5687284,Experiment
3005980,P46.edf,66,Chose_Left,[2],2,3088,2756,3088,325,3026.3979999999997,FEWEST,5684263,3021,5687284,Experiment
3005981,P46.edf,66,ChoseLeft,[2],2,3088,2756,3088,326,3026.3979999999997,FEWEST,5684263,3021,5687284,Experiment
3005983,P46.edf,67,START_DRAWING,.,.,76,74,270,2,4290.022,FEWEST,5690630,4279,5694909,Experiment
3006463,P46.edf,67,Chose_Right,[3],3,4353,4082,4353,482,4290.022,FEWEST,5690630,4279,5694909,Experiment
3006464,P46.edf,67,ChoseRight,[3],3,4353,4082,4353,483,4290.022,FEWEST,5690630,4279,5694909,Experiment
3006466,P46.edf,68,START_DRAWING,.,.,73,70,258,2,6269.315,FEWEST,5697962,6258,5704220,Experiment
3007155,P46.edf,68,Chose_Right,[3],3,6328,6100,6328,691,6269.315,FEWEST,5697962,6258,5704220,Experiment
3007156,P46.edf,68,ChoseRight,[3],3,6328,6100,6328,692,6269.315,FEWEST,5697962,6258,5704220,Experiment
3007158,P46.edf,69,START_DRAWING,.,.,72,70,314,2,3411.278,FEWEST,5706462,3406,5709868,Experiment
3007566,P46.edf,69,Chose_Right,[3],3,3476,3340,3476,410,3411.278,FEWEST,5706462,3406,5709868,Experiment
3007567,P46.edf,69,ChoseRight,[3],3,3476,3340,3476,411,3411.278,FEWEST,5706462,3406,5709868,Experiment
3007569,P46.edf,70,START_DRAWING,.,.,84,82,126,2,4039.778,FEWEST,5712462,4022,5716484,Experiment
3008076,P46.edf,70,Chose_Right,[3],3,4104,.,.,509,4039.778,FEWEST,5712462,4022,5716484,Experiment
3008077,P46.edf,70,ChoseRight,[3],3,4104,.,.,510,4039.778,FEWEST,5712462,4022,5716484,Experiment
3008079,P46.edf,71,START_DRAWING,.,.,82,80,84,2,4837.984,FEWEST,5720262,4822,5725084,Experiment
3008576,P46.edf,71,Chose_Right,.,.,4902,.,.,499,4837.984,FEWEST,5720262,4822,5725084,Experiment
3008577,P46.edf,71,ChoseRight,.,.,4902,.,.,500,4837.984,FEWEST,5720262,4822,5725084,Experiment
3008579,P46.edf,72,START_DRAWING,.,.,69,68,124,2,2340.152,FEWEST,5728946,2331,5731277,Experiment
3008836,P46.edf,72,Chose_Left,[2],2,2399,2358,2399,259,2340.152,FEWEST,5728946,2331,5731277,Experiment
3008837,P46.edf,72,ChoseLeft,[2],2,2399,2358,2399,260,2340.152,FEWEST,5728946,2331,5731277,Experiment
3008839,P46.edf,73,START_DRAWING,.,.,72,70,372,2,2047.578,FEWEST,5734012,2040,5736052,Experiment
3009041,P46.edf,73,Chose_Left,[2],2,2110,1848,2110,204,2047.578,FEWEST,5734012,2040,5736052,Experiment
3009043,P46.edf,74,START_DRAWING,.,.,78,75,92,2,2577.729,FEWEST,5740311,2565,5742876,Experiment
3009322,P46.edf,74,Chose_Left,[2],2,2640,2616,2640,281,2577.729,FEWEST,5740311,2565,5742876,Experiment
3009324,P46.edf,75,START_DRAWING,.,.,81,79,270,2,3224.245,FEWEST,5747595,3209,5750804,Experiment
3009700,P46.edf,75,Chose_Right,[3],3,3288,3262,3288,378,3224.245,FEWEST,5747595,3209,5750804,Experiment
3009701,P46.edf,75,ChoseRight,[3],3,3288,3262,3288,379,3224.245,FEWEST,5747595,3209,5750804,Experiment
3009703,P46.edf,76,START_DRAWING,.,.,79,77,304,2,2181.192,FEWEST,5753661,2166,5755827,Experiment
3009930,P46.edf,76,Chose_Left,[2],2,2243,2136,2243,229,2181.192,FEWEST,5753661,2166,5755827,Experiment
3009931,P46.edf,76,ChoseLeft,[2],2,2243,2136,2243,230,2181.192,FEWEST,5753661,2166,5755827,Experiment
3009933,P46.edf,77,START_DRAWING,.,.,71,69,354,2,3352.925,FEWEST,5758945,3346,5762291,Experiment
3010327,P46.edf,77,Chose_Right,[3],3,3415,3306,3415,396,3352.925,FEWEST,5758945,3346,5762291,Experiment
3010328,P46.edf,77,ChoseRight,[3],3,3415,3306,3415,397,3352.925,FEWEST,5758945,3346,5762291,Experiment
3010330,P46.edf,78,START_DRAWING,.,.,73,71,292,2,3536.414,FEWEST,5765161,3530,5768691,Experiment
3010719,P46.edf,78,Chose_Left,[2],2,3601,3340,3601,391,3536.414,FEWEST,5765161,3530,5768691,Experiment
3010720,P46.edf,78,ChoseLeft,[2],2,3601,3340,3601,392,3536.414,FEWEST,5765161,3530,5768691,Experiment
3010722,P46.edf,79,START_DRAWING,.,.,76,74,270,2,6068.604,FEWEST,5771178,6056,5777234,Experiment
3011455,P46.edf,79,Chose_Left,[2],2,6130,5946,6130,735,6068.604,FEWEST,5771178,6056,5777234,Experiment
3011457,P46.edf,80,START_DRAWING,.,.,71,69,264,2,3674.74,FEWEST,5780861,3669,5784530,Experiment
3011839,P46.edf,80,Chose_Left,[2],2,3738,3208,3738,384,3674.74,FEWEST,5780861,3669,5784530,Experiment
3011841,P46.edf,81,START_DRAWING,.,.,86,85,238,2,6475.39,MOST,5826844,6454,5833298,Experiment
3012452,P46.edf,81,Chose_Right,[3],3,6539,6330,6539,613,6475.39,MOST,5826844,6454,5833298,Experiment
3012453,P46.edf,81,ChoseRight,[3],3,6539,6330,6539,614,6475.39,MOST,5826844,6454,5833298,Experiment
3012455,P46.edf,82,START_DRAWING,.,.,72,70,396,2,5457.523,MOST,5836293,5452,5841745,Experiment
3013004,P46.edf,82,Chose_Right,[3],3,5522,5128,5522,551,5457.523,MOST,5836293,5452,5841745,Experiment
3013006,P46.edf,83,START_DRAWING,.,.,80,78,324,2,3612.663,MOST,5844893,3596,5848489,Experiment
3013441,P46.edf,83,Chose_Right,[3],3,3674,3366,3674,437,3612.663,MOST,5844893,3596,5848489,Experiment
3013443,P46.edf,84,START_DRAWING,.,.,72,70,276,2,2453.851,MOST,5851859,2446,5854305,Experiment
3013707,P46.edf,84,Chose_Left,[2],2,2516,2426,2516,266,2453.851,MOST,5851859,2446,5854305,Experiment
3013709,P46.edf,85,START_DRAWING,.,.,70,67,266,2,2498.278,MOST,5857642,2495,5860137,Experiment
3013990,P46.edf,85,Chose_Right,[3],3,2562,2228,2562,283,2498.278,MOST,5857642,2495,5860137,Experiment
3013991,P46.edf,85,ChoseRight,[3],3,2562,2228,2562,284,2498.278,MOST,5857642,2495,5860137,Experiment
3013993,P46.edf,86,START_DRAWING,.,.,75,73,280,2,3784.341,MOST,5864442,3770,5868212,Experiment
3014429,P46.edf,86,Chose_Left,[2],2,3843,3566,3843,438,3784.341,MOST,5864442,3770,5868212,Experiment
3014430,P46.edf,86,ChoseLeft,[2],2,3843,3566,3843,439,3784.341,MOST,5864442,3770,5868212,Experiment
3014432,P46.edf,87,START_DRAWING,.,.,73,72,298,2,3312.0370000000003,MOST,5871443,3302,5874745,Experiment
3014814,P46.edf,87,Chose_Right,[3],3,3374,3104,3374,384,3312.0370000000003,MOST,5871443,3302,5874745,Experiment
3014816,P46.edf,88,START_DRAWING,.,.,68,66,270,2,2071.87,MOST,5877659,2063,5879722,Experiment
3015033,P46.edf,88,Chose_Left,[2],2,2129,2108,2129,219,2071.87,MOST,5877659,2063,5879722,Experiment
3015034,P46.edf,88,ChoseLeft,[2],2,2129,2108,2129,220,2071.87,MOST,5877659,2063,5879722,Experiment
3015036,P46.edf,89,START_DRAWING,.,.,83,81,250,2,2598.527,MOST,5882942,2579,5885521,Experiment
3015344,P46.edf,89,Chose_Right,[3],3,2660,2244,2660,310,2598.527,MOST,5882942,2579,5885521,Experiment
3015346,P46.edf,90,START_DRAWING,.,.,151,149,368,2,8246.877,MOST,5888492,8229,5896721,Experiment
3016207,P46.edf,90,Chose_Right,[3],3,8378,7934,8378,863,8246.877,MOST,5888492,8229,5896721,Experiment
3016209,P46.edf,91,START_DRAWING,.,.,78,76,350,2,4932.687,MOST,5900775,4921,5905696,Experiment
3016778,P46.edf,91,Chose_Right,[3],3,4997,4748,4997,571,4932.687,MOST,5900775,4921,5905696,Experiment
3016779,P46.edf,91,ChoseRight,[3],3,4997,4748,4997,572,4932.687,MOST,5900775,4921,5905696,Experiment
3016781,P46.edf,92,START_DRAWING,.,.,75,72,230,2,5044.238,MOST,5908541,5036,5913577,Experiment
3017345,P46.edf,92,Chose_Left,[2],2,5108,4890,5108,566,5044.238,MOST,5908541,5036,5913577,Experiment
3017347,P46.edf,93,START_DRAWING,.,.,78,76,250,2,3705.313,MOST,5916675,3693,5920368,Experiment
3017810,P46.edf,93,Chose_Right,[3],3,3769,3664,3769,465,3705.313,MOST,5916675,3693,5920368,Experiment
3017812,P46.edf,94,START_DRAWING,.,.,77,75,250,2,5147.894,MOST,5923408,5136,5928544,Experiment
3018400,P46.edf,94,Chose_Right,[3],3,5211,4846,5211,590,5147.894,MOST,5923408,5136,5928544,Experiment
3018401,P46.edf,94,ChoseRight,[3],3,5211,4846,5211,591,5147.894,MOST,5923408,5136,5928544,Experiment
3018403,P46.edf,95,START_DRAWING,.,.,71,69,248,2,2795.16,MOST,5931458,2790,5934248,Experiment
3018726,P46.edf,95,Chose_Right,[3],3,2859,2584,2859,325,2795.16,MOST,5931458,2790,5934248,Experiment
3018727,P46.edf,95,ChoseRight,[3],3,2859,2584,2859,326,2795.16,MOST,5931458,2790,5934248,Experiment
3018729,P46.edf,96,START_DRAWING,.,.,73,70,216,2,3196.865,MOST,5937707,3188,5940895,Experiment
3019090,P46.edf,96,Chose_Left,[2],2,3258,3136,3258,363,3196.865,MOST,5937707,3188,5940895,Experiment
3019092,P46.edf,97,START_DRAWING,.,.,68,66,258,2,1691.781,MOST,5944307,1686,5945993,Experiment
3019297,P46.edf,97,Chose_Right,[3],3,1752,1688,1752,207,1691.781,MOST,5944307,1686,5945993,Experiment
3019299,P46.edf,98,START_DRAWING,.,.,72,70,262,2,3112.119,MOST,5954141,3106,5957247,Experiment
3019601,P46.edf,98,Chose_Right,[3],3,3176,2732,3176,304,3112.119,MOST,5954141,3106,5957247,Experiment
3019603,P46.edf,99,START_DRAWING,.,.,82,80,246,2,4105.096,MOST,5960407,4088,5964495,Experiment
3020096,P46.edf,99,Chose_Right,[3],3,4168,3920,4168,495,4105.096,MOST,5960407,4088,5964495,Experiment
3020098,P46.edf,100,START_DRAWING,.,.,71,69,284,2,2207.0389999999998,MOST,5968724,2202,5970926,Experiment
3020332,P46.edf,100,Chose_Left,[2],2,2271,1986,2271,236,2207.0389999999998,MOST,5968724,2202,5970926,Experiment
