,DATA_FILE,TRIAL_INDEX,CURRENT_MSG_TEXT,CURRENT_MSG_INTEREST_AREAS,CURRENT_MSG_INTEREST_AREA_ID,CURRENT_MSG_TIME,CURRENT_MSG_FIX_START,CURRENT_MSG_FIX_END,CURRENT_MSG_INDEX,CHOICE_RT,BlockType,IP_START_TIME,IP_DURATION,IP_END_TIME,trial_type
669282,P26.edf,114,Chose_Right,[3],3,3806,3592,3806,439,3745.2329999999997,MOST,9526436,3731,9530167,Experiment
669283,P26.edf,114,ChoseRight,[3],3,3806,3592,3806,440,3745.2329999999997,MOST,9526436,3731,9530167,Experiment
669285,P26.edf,115,START_DRAWING,.,.,69,67,299,2,5846.379,MOST,9533719,5840,9539559,Experiment
669911,P26.edf,115,Chose_Right,[2],2,5907,5627,5907,628,5846.379,MOST,9533719,5840,9539559,Experiment
669912,P26.edf,115,ChoseRight,[2],2,5907,5627,5907,629,5846.379,MOST,9533719,5840,9539559,Experiment
669914,P26.edf,116,START_DRAWING,.,.,71,69,281,2,2244.629,MOST,9543068,2237,9545305,Experiment
670124,P26.edf,116,Chose_Right,[2],2,2306,2263,2306,212,2244.629,MOST,9543068,2237,9545305,Experiment
670125,P26.edf,116,ChoseRight,[2],2,2306,2263,2306,213,2244.629,MOST,9543068,2237,9545305,Experiment
670127,P26.edf,117,START_DRAWING,.,.,65,63,287,2,4492.143,MOST,9549585,4486,9554071,Experiment
670622,P26.edf,117,Chose_Left,[2],2,4549,4195,4549,497,4492.143,MOST,9549585,4486,9554071,Experiment
670624,P26.edf,118,START_DRAWING,.,.,69,67,283,2,2831.0679999999998,MOST,9557702,2825,9560527,Experiment
670935,P26.edf,118,Chose_Right,[3],3,2892,2716,2892,313,2831.0679999999998,MOST,9557702,2825,9560527,Experiment
670936,P26.edf,118,ChoseRight,[3],3,2892,2716,2892,314,2831.0679999999998,MOST,9557702,2825,9560527,Experiment
670938,P26.edf,119,START_DRAWING,.,.,82,80,293,2,5841.602,MOST,9564352,5823,9570175,Experiment
671557,P26.edf,119,Chose_Right,[3],3,5903,5536,5903,621,5841.602,MOST,9564352,5823,9570175,Experiment
671559,P26.edf,120,START_DRAWING,.,.,68,66,220,2,2507.425,MOST,9574085,2498,9576583,Experiment
671798,P26.edf,120,Chose_Right,[2],2,2564,2399,2564,241,2507.425,MOST,9574085,2498,9576583,Experiment
671799,P26.edf,120,ChoseRight,[2],2,2564,2399,2564,242,2507.425,MOST,9574085,2498,9576583,Experiment
671801,P26.edf,121,START_DRAWING,.,.,68,66,73,2,5514.536,FEWEST,9650816,5510,9656326,Experiment
672429,P26.edf,121,Chose_Right,[3],3,5576,5230,5576,630,5514.536,FEWEST,9650816,5510,9656326,Experiment
672430,P26.edf,121,ChoseRight,[3],3,5576,5230,5576,631,5514.536,FEWEST,9650816,5510,9656326,Experiment
672432,P26.edf,122,START_DRAWING,.,.,69,.,.,2,1932.558,FEWEST,9662217,1924,9664141,Experiment
672625,P26.edf,122,Chose_Left,[2],2,1992,1918,1992,195,1932.558,FEWEST,9662217,1924,9664141,Experiment
672627,P26.edf,123,START_DRAWING,.,.,77,76,244,2,9801.449,FEWEST,9668050,9787,9677837,Experiment
673890,P26.edf,123,Chose_Left,[3],3,9863,9794,9863,1265,9801.449,FEWEST,9668050,9787,9677837,Experiment
673891,P26.edf,123,ChoseLeft,[3],3,9863,9794,9863,1266,9801.449,FEWEST,9668050,9787,9677837,Experiment
673893,P26.edf,124,START_DRAWING,.,.,77,75,250,2,5940.869000000001,FEWEST,9682116,5927,9688043,Experiment
674550,P26.edf,124,Chose_Right,[2],2,6002,5897,6002,659,5940.869000000001,FEWEST,9682116,5927,9688043,Experiment
674552,P26.edf,125,START_DRAWING,.,.,82,81,143,2,3591.975,FEWEST,9692166,3573,9695739,Experiment
674936,P26.edf,125,Chose_Left,[2],2,3654,3621,3654,386,3591.975,FEWEST,9692166,3573,9695739,Experiment
674938,P26.edf,126,START_DRAWING,.,.,79,77,286,2,2463.779,FEWEST,9699549,2448,9701997,Experiment
675186,P26.edf,126,Chose_Left,[2],2,2525,2356,2525,250,2463.779,FEWEST,9699549,2448,9701997,Experiment
675187,P26.edf,126,ChoseLeft,[2],2,2525,2356,2525,251,2463.779,FEWEST,9699549,2448,9701997,Experiment
675189,P26.edf,127,START_DRAWING,.,.,69,.,.,2,4914.518,FEWEST,9705999,4909,9710908,Experiment
675785,P26.edf,127,Chose_Left,[2],2,4976,4856,4976,598,4914.518,FEWEST,9705999,4909,9710908,Experiment
675786,P26.edf,127,ChoseLeft,[2],2,4976,4856,4976,599,4914.518,FEWEST,9705999,4909,9710908,Experiment
675788,P26.edf,128,START_DRAWING,.,.,70,68,279,2,3861.1540000000005,FEWEST,9714015,3853,9717868,Experiment
676227,P26.edf,128,Chose_Left,[2],2,3921,3841,3921,441,3861.1540000000005,FEWEST,9714015,3853,9717868,Experiment
676228,P26.edf,128,ChoseLeft,[2],2,3921,3841,3921,442,3861.1540000000005,FEWEST,9714015,3853,9717868,Experiment
676230,P26.edf,129,START_DRAWING,.,.,66,65,263,2,1810.596,FEWEST,9720799,1804,9722603,Experiment
676410,P26.edf,129,Chose_Left,[2],2,1869,1790,1869,182,1810.596,FEWEST,9720799,1804,9722603,Experiment
676411,P26.edf,129,ChoseLeft,[2],2,1869,1790,1869,183,1810.596,FEWEST,9720799,1804,9722603,Experiment
676413,P26.edf,130,START_DRAWING,.,.,67,65,274,2,6114.863,FEWEST,9725565,6110,9731675,Experiment
677151,P26.edf,130,Chose_Right,[3],3,6175,6157,6175,740,6114.863,FEWEST,9725565,6110,9731675,Experiment
677153,P26.edf,131,START_DRAWING,.,.,69,67,75,2,2444.855,FEWEST,9734598,2436,9737034,Experiment
677387,P26.edf,131,Chose_Left,[2],2,2503,2368,2503,236,2444.855,FEWEST,9734598,2436,9737034,Experiment
677389,P26.edf,132,START_DRAWING,.,.,78,76,267,2,3256.276,FEWEST,9741498,3242,9744740,Experiment
677745,P26.edf,132,Chose_Left,[2],2,3318,3233,3318,358,3256.276,FEWEST,9741498,3242,9744740,Experiment
677746,P26.edf,132,ChoseLeft,[2],2,3318,3233,3318,359,3256.276,FEWEST,9741498,3242,9744740,Experiment
677748,P26.edf,133,START_DRAWING,.,.,71,.,.,2,15007.925,FEWEST,9750131,15000,9765131,Experiment
679428,P26.edf,133,Chose_Left,[2],2,15069,14750,15069,1682,15007.925,FEWEST,9750131,15000,9765131,Experiment
679429,P26.edf,133,ChoseLeft,[2],2,15069,14750,15069,1683,15007.925,FEWEST,9750131,15000,9765131,Experiment
679431,P26.edf,134,START_DRAWING,.,.,82,79,309,2,14697.957,FEWEST,9768780,14678,9783458,Experiment
681265,P26.edf,134,Chose_Right,[3],3,14757,14517,14757,1836,14697.957,FEWEST,9768780,14678,9783458,Experiment
681267,P26.edf,135,START_DRAWING,.,.,79,77,159,2,1860.5839999999998,FEWEST,9788697,1842,9790539,Experiment
681445,P26.edf,135,Chose_Left,[2],2,1919,.,.,180,1860.5839999999998,FEWEST,9788697,1842,9790539,Experiment
681446,P26.edf,135,ChoseLeft,[2],2,1919,.,.,181,1860.5839999999998,FEWEST,9788697,1842,9790539,Experiment
681448,P26.edf,136,START_DRAWING,.,.,74,72,288,2,5034.29,FEWEST,9795297,5024,9800321,Experiment
682030,P26.edf,136,Chose_Left,.,.,5096,4998,5096,584,5034.29,FEWEST,9795297,5024,9800321,Experiment
682032,P26.edf,137,START_DRAWING,.,.,74,72,267,2,7942.371,FEWEST,9803830,7931,9811761,Experiment
682937,P26.edf,137,Chose_Left,[2],2,8003,7919,8003,907,7942.371,FEWEST,9803830,7931,9811761,Experiment
682939,P26.edf,138,START_DRAWING,.,.,77,75,278,2,1541.675,FEWEST,9815713,1529,9817242,Experiment
683096,P26.edf,138,Chose_Left,[2],2,1604,1490,1604,159,1541.675,FEWEST,9815713,1529,9817242,Experiment
683098,P26.edf,139,START_DRAWING,.,.,73,71,77,2,1639.8129999999999,FEWEST,9820213,1628,9821841,Experiment
683259,P26.edf,139,Chose_Left,[2],2,1699,1563,1699,163,1639.8129999999999,FEWEST,9820213,1628,9821841,Experiment
683260,P26.edf,139,ChoseLeft,[2],2,1699,1563,1699,164,1639.8129999999999,FEWEST,9820213,1628,9821841,Experiment
683262,P26.edf,140,START_DRAWING,.,.,71,69,79,2,3309.907,FEWEST,9825596,3301,9828897,Experiment
683289,P26.edf,140,TRACKER_TIME 34 9826015.387,[2],2,488,318,560,29,3309.907,FEWEST,9825596,3301,9828897,Experiment
683635,P26.edf,140,Chose_Right,[2],2,3370,.,.,375,3309.907,FEWEST,9825596,3301,9828897,Experiment
683637,P26.edf,141,START_DRAWING,.,.,78,76,265,2,1652.721,FEWEST,9832629,1636,9834265,Experiment
683819,P26.edf,141,Chose_Left,[2],2,1712,1679,1712,184,1652.721,FEWEST,9832629,1636,9834265,Experiment
683821,P26.edf,142,START_DRAWING,.,.,77,75,90,2,2686.6540000000005,FEWEST,9837096,2673,9839769,Experiment
684101,P26.edf,142,Chose_Left,[3],3,2748,2663,2748,282,2686.6540000000005,FEWEST,9837096,2673,9839769,Experiment
684102,P26.edf,142,ChoseLeft,[3],3,2748,2663,2748,283,2686.6540000000005,FEWEST,9837096,2673,9839769,Experiment
684104,P26.edf,143,START_DRAWING,.,.,76,74,296,2,1650.025,FEWEST,9842279,1636,9843915,Experiment
684268,P26.edf,143,Chose_Left,[2],2,1710,1560,1710,166,1650.025,FEWEST,9842279,1636,9843915,Experiment
684270,P26.edf,144,START_DRAWING,.,.,71,69,232,2,2717.362,FEWEST,9846946,2710,9849656,Experiment
684526,P26.edf,144,Chose_Left,[2],2,2779,2484,2779,258,2717.362,FEWEST,9846946,2710,9849656,Experiment
684528,P26.edf,145,START_DRAWING,.,.,72,70,248,2,1869.81,FEWEST,9853429,1861,9855290,Experiment
684709,P26.edf,145,Chose_Left,[2],2,1931,1873,1931,183,1869.81,FEWEST,9853429,1861,9855290,Experiment
684710,P26.edf,145,ChoseLeft,[2],2,1931,1873,1931,184,1869.81,FEWEST,9853429,1861,9855290,Experiment
684712,P26.edf,146,START_DRAWING,[2],2,74,72,224,2,8438.741,FEWEST,9860263,8427,9868690,Experiment
685672,P26.edf,146,Chose_Right,[3],3,8499,8360,8499,962,8438.741,FEWEST,9860263,8427,9868690,Experiment
685673,P26.edf,146,ChoseRight,[3],3,8499,8360,8499,963,8438.741,FEWEST,9860263,8427,9868690,Experiment
685675,P26.edf,147,START_DRAWING,.,.,69,.,.,2,1844.599,FEWEST,9874196,1837,9876033,Experiment
685867,P26.edf,147,Chose_Left,[2],2,1905,1743,1905,194,1844.599,FEWEST,9874196,1837,9876033,Experiment
685869,P26.edf,148,START_DRAWING,.,.,79,77,253,2,3257.386,FEWEST,9878695,3242,9881937,Experiment
686237,P26.edf,148,Chose_Left,[3],3,3319,2984,3319,370,3257.386,FEWEST,9878695,3242,9881937,Experiment
686238,P26.edf,148,ChoseLeft,[3],3,3319,2984,3319,371,3257.386,FEWEST,9878695,3242,9881937,Experiment
686240,P26.edf,149,START_DRAWING,.,.,69,67,80,2,1544.7620000000002,FEWEST,9886045,1531,9887576,Experiment
686397,P26.edf,149,Chose_Left,[2],2,1598,.,.,159,1544.7620000000002,FEWEST,9886045,1531,9887576,Experiment
686399,P26.edf,150,START_DRAWING,.,.,75,72,268,2,1977.2320000000002,FEWEST,9891861,1963,9893824,Experiment
686588,P26.edf,150,Chose_Left,[2],2,2035,1915,2035,191,1977.2320000000002,FEWEST,9891861,1963,9893824,Experiment
686590,P26.edf,151,START_DRAWING,.,.,83,.,.,2,5245.960999999999,FEWEST,9898228,5227,9903455,Experiment
687227,P26.edf,151,Chose_Left,[2],2,5308,5187,5308,639,5245.960999999999,FEWEST,9898228,5227,9903455,Experiment
687228,P26.edf,151,ChoseLeft,[2],2,5308,5187,5308,640,5245.960999999999,FEWEST,9898228,5227,9903455,Experiment
687230,P26.edf,152,START_DRAWING,.,.,76,.,.,2,10697.016000000001,FEWEST,9910245,10683,9920928,Experiment
688515,P26.edf,152,Chose_Right,[3],3,10758,10561,10758,1287,10697.016000000001,FEWEST,9910245,10683,9920928,Experiment
688517,P26.edf,153,START_DRAWING,.,.,78,76,243,2,5721.714,FEWEST,9924478,5704,9930182,Experiment
689143,P26.edf,153,Chose_Left,[3],3,5780,.,.,628,5721.714,FEWEST,9924478,5704,9930182,Experiment
689145,P26.edf,154,START_DRAWING,.,.,81,79,144,2,7035.153,FEWEST,9935910,7018,9942928,Experiment
690022,P26.edf,154,Chose_Left,[2],2,7097,7082,7097,879,7035.153,FEWEST,9935910,7018,9942928,Experiment
690024,P26.edf,155,START_DRAWING,.,.,76,74,250,2,1696.6979999999999,FEWEST,9946760,1680,9948440,Experiment
690196,P26.edf,155,Chose_Left,[2],2,1754,1669,1754,174,1696.6979999999999,FEWEST,9946760,1680,9948440,Experiment
690197,P26.edf,155,ChoseLeft,[2],2,1754,1669,1754,175,1696.6979999999999,FEWEST,9946760,1680,9948440,Experiment
690199,P26.edf,156,START_DRAWING,.,.,72,70,74,2,5437.186,FEWEST,9951627,5427,9957054,Experiment
690734,P26.edf,156,Chose_Left,[2],2,5497,5458,5497,537,5437.186,FEWEST,9951627,5427,9957054,Experiment
690736,P26.edf,157,START_DRAWING,.,.,68,66,224,2,1864.389,FEWEST,9961277,1858,9963135,Experiment
690935,P26.edf,157,Chose_Left,[2],2,1924,1918,1924,201,1864.389,FEWEST,9961277,1858,9963135,Experiment
690937,P26.edf,158,START_DRAWING,.,.,72,70,109,2,6701.093000000001,FEWEST,9966227,6692,9972919,Experiment
691746,P26.edf,158,Chose_Left,[3],3,6762,6583,6762,811,6701.093000000001,FEWEST,9966227,6692,9972919,Experiment
691747,P26.edf,158,ChoseLeft,[3],3,6762,6583,6762,812,6701.093000000001,FEWEST,9966227,6692,9972919,Experiment
691749,P26.edf,159,START_DRAWING,.,.,76,74,267,2,1591.685,FEWEST,9976793,1573,9978366,Experiment
691919,P26.edf,159,Chose_Left,[2],2,1647,1566,1647,172,1591.685,FEWEST,9976793,1573,9978366,Experiment
691920,P26.edf,159,ChoseLeft,[2],2,1647,1566,1647,173,1591.685,FEWEST,9976793,1573,9978366,Experiment
691922,P26.edf,160,START_DRAWING,.,.,65,63,104,2,3241.1059999999998,FEWEST,9986126,3232,9989358,Experiment
692269,P26.edf,160,Chose_Left,[2],2,3295,3209,3295,349,3241.1059999999998,FEWEST,9986126,3232,9989358,Experiment
692270,P26.edf,160,ChoseLeft,[2],2,3295,3209,3295,350,3241.1059999999998,FEWEST,9986126,3232,9989358,Experiment
692272,P26.edf,161,START_DRAWING,.,.,66,64,255,2,17445.725,MOST,10025492,17440,10042932,Experiment
694372,P26.edf,161,Chose_Left,[2],2,17504,17358,17504,2102,17445.725,MOST,10025492,17440,10042932,Experiment
694374,P26.edf,162,START_DRAWING,.,.,80,78,87,2,1605.944,MOST,10048958,1590,10050548,Experiment
694555,P26.edf,162,Chose_Right,[3],3,1668,1292,1668,183,1605.944,MOST,10048958,1590,10050548,Experiment
694557,P26.edf,163,START_DRAWING,.,.,74,72,238,2,4883.308,MOST,10054541,4871,10059412,Experiment
695095,P26.edf,163,Chose_Left,[2],2,4943,4807,4943,540,4883.308,MOST,10054541,4871,10059412,Experiment
695097,P26.edf,164,START_DRAWING,.,.,76,74,247,2,1537.096,MOST,10064675,1521,10066196,Experiment
695278,P26.edf,164,Chose_Right,[3],3,1595,1181,1595,183,1537.096,MOST,10064675,1521,10066196,Experiment
695279,P26.edf,164,ChoseRight,[3],3,1595,1181,1595,184,1537.096,MOST,10064675,1521,10066196,Experiment
695281,P26.edf,165,START_DRAWING,.,.,75,74,246,2,2097.817,MOST,10069775,2086,10071861,Experiment
695488,P26.edf,165,Chose_Right,[2],2,2160,2099,2160,209,2097.817,MOST,10069775,2086,10071861,Experiment
695489,P26.edf,165,ChoseRight,[2],2,2160,2099,2160,210,2097.817,MOST,10069775,2086,10071861,Experiment
695491,P26.edf,166,START_DRAWING,.,.,75,73,274,2,6545.840999999999,MOST,10075790,6535,10082325,Experiment
696210,P26.edf,166,TRACKER_TIME 38 10082176.526,[3],3,6458,6413,6607,721,6545.840999999999,MOST,10075790,6535,10082325,Experiment
696238,P26.edf,166,Chose_Right,[3],3,6607,6413,6607,749,6545.840999999999,MOST,10075790,6535,10082325,Experiment
696240,P26.edf,167,START_DRAWING,.,.,76,74,241,2,5068.0470000000005,MOST,10085774,5055,10090829,Experiment
696781,P26.edf,167,Chose_Left,[2],2,5129,4756,5129,543,5068.0470000000005,MOST,10085774,5055,10090829,Experiment
696782,P26.edf,167,ChoseLeft,[2],2,5129,4756,5129,544,5068.0470000000005,MOST,10085774,5055,10090829,Experiment
696784,P26.edf,168,START_DRAWING,.,.,75,.,.,2,10908.364,MOST,10094007,10893,10104900,Experiment
698063,P26.edf,168,Chose_Right,[3],3,10966,10887,10966,1281,10908.364,MOST,10094007,10893,10104900,Experiment
698064,P26.edf,168,ChoseRight,[3],3,10966,10887,10966,1282,10908.364,MOST,10094007,10893,10104900,Experiment
698066,P26.edf,169,START_DRAWING,.,.,72,70,248,2,4783.775,MOST,10108190,4774,10112964,Experiment
698522,P26.edf,169,Chose_Right,[3],3,4844,4741,4844,458,4783.775,MOST,10108190,4774,10112964,Experiment
698523,P26.edf,169,ChoseRight,[3],3,4844,4741,4844,459,4783.775,MOST,10108190,4774,10112964,Experiment
698525,P26.edf,170,START_DRAWING,.,.,76,74,315,2,5229.633,MOST,10116107,5217,10121324,Experiment
699184,P26.edf,170,Chose_Right,[3],3,5291,5203,5291,661,5229.633,MOST,10116107,5217,10121324,Experiment
699185,P26.edf,170,ChoseRight,[3],3,5291,5203,5291,662,5229.633,MOST,10116107,5217,10121324,Experiment
699187,P26.edf,171,START_DRAWING,.,.,72,71,266,2,3058.329,MOST,10126907,3048,10129955,Experiment
699529,P26.edf,171,Chose_Right,[3],3,3119,2646,3119,344,3058.329,MOST,10126907,3048,10129955,Experiment
699530,P26.edf,171,ChoseRight,[3],3,3119,2646,3119,345,3058.329,MOST,10126907,3048,10129955,Experiment
699532,P26.edf,172,START_DRAWING,.,.,75,.,.,2,6826.916,MOST,10134173,6815,10140988,Experiment
700248,P26.edf,172,Chose_Right,[3],3,6888,6526,6888,718,6826.916,MOST,10134173,6815,10140988,Experiment
700249,P26.edf,172,ChoseRight,[3],3,6888,6526,6888,719,6826.916,MOST,10134173,6815,10140988,Experiment
700251,P26.edf,173,START_DRAWING,.,.,70,68,258,2,3045.3459999999995,MOST,10144773,3038,10147811,Experiment
700599,P26.edf,173,Chose_Left,[2],2,3106,.,.,350,3045.3459999999995,MOST,10144773,3038,10147811,Experiment
700600,P26.edf,173,ChoseLeft,[2],2,3106,.,.,351,3045.3459999999995,MOST,10144773,3038,10147811,Experiment
700602,P26.edf,174,START_DRAWING,.,.,75,.,.,2,3269.93,MOST,10150706,3257,10153963,Experiment
700983,P26.edf,174,Chose_Right,[3],3,3330,3225,3330,383,3269.93,MOST,10150706,3257,10153963,Experiment
700985,P26.edf,175,START_DRAWING,.,.,78,76,241,2,1471.6870000000001,MOST,10157806,1453,10159259,Experiment
701150,P26.edf,175,Chose_Right,[3],3,1529,1319,1529,167,1471.6870000000001,MOST,10157806,1453,10159259,Experiment
701151,P26.edf,175,ChoseRight,[3],3,1529,1319,1529,168,1471.6870000000001,MOST,10157806,1453,10159259,Experiment
701154,P26.edf,176,START_DRAWING,[2],2,68,.,.,3,4238.808,MOST,10163889,4234,10168123,Experiment
701635,P26.edf,176,Chose_Right,[3],3,4299,4275,4299,484,4238.808,MOST,10163889,4234,10168123,Experiment
701637,P26.edf,177,START_DRAWING,.,.,72,71,277,2,1535.682,MOST,10171523,1527,10173050,Experiment
701816,P26.edf,177,Chose_Right,[2],2,1598,1569,1598,181,1535.682,MOST,10171523,1527,10173050,Experiment
701817,P26.edf,177,ChoseRight,[2],2,1598,1569,1598,182,1535.682,MOST,10171523,1527,10173050,Experiment
701819,P26.edf,178,START_DRAWING,.,.,69,.,.,2,1519.3570000000002,MOST,10177473,1512,10178985,Experiment
701997,P26.edf,178,Chose_Right,[3],3,1580,1431,1580,180,1519.3570000000002,MOST,10177473,1512,10178985,Experiment
702000,P26.edf,179,START_DRAWING,[2],2,72,.,.,3,2981.7509999999997,MOST,10181989,2973,10184962,Experiment
702339,P26.edf,179,Chose_Right,[3],3,3042,2802,3042,342,2981.7509999999997,MOST,10181989,2973,10184962,Experiment
702342,P26.edf,180,START_DRAWING,[2],2,76,73,243,3,4321.782999999999,MOST,10188955,4311,10193266,Experiment
702847,P26.edf,180,Chose_Left,[2],2,4384,.,.,508,4321.782999999999,MOST,10188955,4311,10193266,Experiment
702849,P26.edf,181,START_DRAWING,.,.,77,75,249,2,1608.882,MOST,10196605,1596,10198201,Experiment
703028,P26.edf,181,Chose_Right,[3],3,1671,1412,1671,181,1608.882,MOST,10196605,1596,10198201,Experiment
703031,P26.edf,182,START_DRAWING,[2],2,69,68,308,3,9537.109,MOST,10201655,9531,10211186,Experiment
703092,P26.edf,182,TRACKER_TIME 40 10202657.177,[2],2,1069,1024,1809,64,9537.109,MOST,10201655,9531,10211186,Experiment
704064,P26.edf,182,Chose_Left,[2],2,9598,9320,9598,1036,9537.109,MOST,10201655,9531,10211186,Experiment
704066,P26.edf,183,START_DRAWING,.,.,77,74,77,2,1774.399,MOST,10214271,1762,10216033,Experiment
704251,P26.edf,183,Chose_Right,[3],3,1836,1425,1836,187,1774.399,MOST,10214271,1762,10216033,Experiment
704252,P26.edf,183,ChoseRight,[3],3,1836,1425,1836,188,1774.399,MOST,10214271,1762,10216033,Experiment
704254,P26.edf,184,START_DRAWING,.,.,78,77,265,2,3304.423,MOST,10221072,3289,10224361,Experiment
704609,P26.edf,184,Chose_Right,[3],3,3366,3238,3366,357,3304.423,MOST,10221072,3289,10224361,Experiment
704611,P26.edf,185,START_DRAWING,.,.,83,81,249,2,3033.366,MOST,10228221,3013,10231234,Experiment
704943,P26.edf,185,Chose_Left,[3],3,3094,2829,3094,334,3033.366,MOST,10228221,3013,10231234,Experiment
704944,P26.edf,185,ChoseLeft,[3],3,3094,2829,3094,335,3033.366,MOST,10228221,3013,10231234,Experiment
704946,P26.edf,186,START_DRAWING,.,.,70,.,.,2,6061.7119999999995,MOST,10234387,6053,10240440,Experiment
705603,P26.edf,186,Chose_Left,[2],2,6119,5994,6119,659,6061.7119999999995,MOST,10234387,6053,10240440,Experiment
705605,P26.edf,187,START_DRAWING,.,.,78,76,237,2,2043.1570000000002,MOST,10244421,2028,10246449,Experiment
705830,P26.edf,187,Chose_Right,[2],2,2104,1771,2104,227,2043.1570000000002,MOST,10244421,2028,10246449,Experiment
705831,P26.edf,187,ChoseRight,[2],2,2104,1771,2104,228,2043.1570000000002,MOST,10244421,2028,10246449,Experiment
705834,P26.edf,188,START_DRAWING,[2],2,76,73,303,3,2237.002,MOST,10249604,2221,10251825,Experiment
706066,P26.edf,188,Chose_Left,[2],2,2294,2247,2294,235,2237.002,MOST,10249604,2221,10251825,Experiment
706068,P26.edf,189,START_DRAWING,.,.,76,.,.,2,1632.8039999999999,MOST,10256137,1615,10257752,Experiment
706250,P26.edf,189,Chose_Right,[3],3,1689,1516,1689,184,1632.8039999999999,MOST,10256137,1615,10257752,Experiment
706251,P26.edf,189,ChoseRight,[3],3,1689,1516,1689,185,1632.8039999999999,MOST,10256137,1615,10257752,Experiment
706253,P26.edf,190,START_DRAWING,.,.,73,71,244,2,1772.6979999999999,MOST,10261854,1763,10263617,Experiment
706303,P26.edf,190,TRACKER_TIME 41 10262656.314,[2],2,873,656,929,52,1772.6979999999999,MOST,10261854,1763,10263617,Experiment
706451,P26.edf,190,Chose_Right,[2],2,1834,1769,1834,200,1772.6979999999999,MOST,10261854,1763,10263617,Experiment
706452,P26.edf,190,ChoseRight,[2],2,1834,1769,1834,201,1772.6979999999999,MOST,10261854,1763,10263617,Experiment
706454,P26.edf,191,START_DRAWING,.,.,74,72,113,2,4730.624,MOST,10267804,4717,10272521,Experiment
706991,P26.edf,191,Chose_Right,[3],3,4789,4523,4789,539,4730.624,MOST,10267804,4717,10272521,Experiment
706993,P26.edf,192,START_DRAWING,.,.,61,59,276,2,12463.601999999999,MOST,10279253,12459,10291712,Experiment
708340,P26.edf,192,Chose_Right,[2],2,12518,12191,12518,1349,12463.601999999999,MOST,10279253,12459,10291712,Experiment
708343,P26.edf,193,START_DRAWING,[2],2,78,75,97,3,1735.195,MOST,10295386,1720,10297106,Experiment
708549,P26.edf,193,Chose_Right,[3],3,1795,1640,1795,209,1735.195,MOST,10295386,1720,10297106,Experiment
708550,P26.edf,193,ChoseRight,[3],3,1795,1640,1795,210,1735.195,MOST,10295386,1720,10297106,Experiment
708552,P26.edf,194,START_DRAWING,.,.,80,79,315,2,3602.502,MOST,10299920,3586,10303506,Experiment
708917,P26.edf,194,Chose_Right,[3],3,3665,3554,3665,367,3602.502,MOST,10299920,3586,10303506,Experiment
708918,P26.edf,194,ChoseRight,[3],3,3665,3554,3665,368,3602.502,MOST,10299920,3586,10303506,Experiment
708920,P26.edf,195,START_DRAWING,.,.,78,76,237,2,1572.06,MOST,10307470,1554,10309024,Experiment
709091,P26.edf,195,Chose_Right,[3],3,1630,1254,1630,173,1572.06,MOST,10307470,1554,10309024,Experiment
709093,P26.edf,196,START_DRAWING,.,.,81,80,257,2,2244.141,MOST,10313870,2225,10316095,Experiment
709322,P26.edf,196,Chose_Right,[3],3,2305,1853,2305,231,2244.141,MOST,10313870,2225,10316095,Experiment
709323,P26.edf,196,ChoseRight,[3],3,2305,1853,2305,232,2244.141,MOST,10313870,2225,10316095,Experiment
709325,P26.edf,197,START_DRAWING,.,.,84,82,216,2,2891.789,MOST,10320953,2871,10323824,Experiment
709528,P26.edf,197,TRACKER_TIME 42 10322671.368,[2],2,1800,1700,2009,205,2891.789,MOST,10320953,2871,10323824,Experiment
709658,P26.edf,197,Chose_Right,[3],3,2953,2808,2953,335,2891.789,MOST,10320953,2871,10323824,Experiment
709659,P26.edf,197,ChoseRight,[3],3,2953,2808,2953,336,2891.789,MOST,10320953,2871,10323824,Experiment
709661,P26.edf,198,START_DRAWING,.,.,74,73,232,2,26075.23,MOST,10327020,26060,10353080,Experiment
712551,P26.edf,198,Chose_Left,[2],2,26133,26080,26133,2892,26075.23,MOST,10327020,26060,10353080,Experiment
712552,P26.edf,198,ChoseLeft,[2],2,26133,26080,26133,2893,26075.23,MOST,10327020,26060,10353080,Experiment
712554,P26.edf,199,START_DRAWING,.,.,74,72,235,2,1549.096,MOST,10357219,1539,10358758,Experiment
712755,P26.edf,199,Chose_Right,[3],3,1611,1257,1611,203,1549.096,MOST,10357219,1539,10358758,Experiment
712758,P26.edf,200,START_DRAWING,[2],2,76,74,256,3,1694.0629999999999,MOST,10362952,1677,10364629,Experiment
712947,P26.edf,200,Chose_Right,[3],3,1751,1386,1751,192,1694.0629999999999,MOST,10362952,1677,10364629,Experiment
712949,P26.edf,201,START_DRAWING,.,.,72,71,252,2,7326.8009999999995,FEWEST,10477383,7316,10484699,Experiment
713791,P26.edf,201,Chose_Left,[2],2,7387,7166,7387,844,7326.8009999999995,FEWEST,10477383,7316,10484699,Experiment
713793,P26.edf,202,START_DRAWING,.,.,79,78,259,2,10370.944,FEWEST,10488483,10354,10498837,Experiment
714918,P26.edf,202,Chose_Left,[2],2,10432,10328,10432,1127,10370.944,FEWEST,10488483,10354,10498837,Experiment
714919,P26.edf,202,ChoseLeft,[2],2,10432,10328,10432,1128,10370.944,FEWEST,10488483,10354,10498837,Experiment
714922,P26.edf,203,START_DRAWING,[2],2,69,66,233,3,6994.066,FEWEST,10504815,6988,10511803,Experiment
